Year,MonthNum,Date,fuel_group,new_private_cars
2022,10,2022-10-01,Hybrid (HEV),344.0
2022,11,2022-11-01,Battery Electric (BEV),584.0
2022,11,2022-11-01,Diesel,580.0
2022,11,2022-11-01,Hybrid (HEV),152.0
2022,11,2022-11-01,Other,5.0
2022,11,2022-11-01,Petrol,906.0
2022,11,2022-11-01,Plug-in Hybrid (PHEV),126.0
2022,12,2022-12-01,Petrol,294.0
2022,12,2022-12-01,Other,2.0
2022,12,2022-12-01,Plug-in Hybrid (PHEV),45.0
2022,12,2022-12-01,Diesel,299.0
2022,12,2022-12-01,Battery Electric (BEV),171.0
2022,12,2022-12-01,Hybrid (HEV),55.0
2023,1,2023-01-01,Petrol,5819.0
2023,1,2023-01-01,Other,0.0
2023,1,2023-01-01,Plug-in Hybrid (PHEV),1291.0
2023,1,2023-01-01,Diesel,3427.0
2023,1,2023-01-01,Battery Electric (BEV),2531.0
2023,1,2023-01-01,Hybrid (HEV),3719.0
2023,2,2023-02-01,Battery Electric (BEV),2052.0
2023,2,2023-02-01,Diesel,3075.0
2023,2,2023-02-01,Hybrid (HEV),2285.0
2023,2,2023-02-01,Other,1.0
2023,2,2023-02-01,Petrol,4706.0
2023,2,2023-02-01,Plug-in Hybrid (PHEV),1165.0
2023,3,2023-03-01,Plug-in Hybrid (PHEV),1336.0
2023,3,2023-03-01,Other,1.0
2023,3,2023-03-01,Petrol,5767.0
2023,3,2023-03-01,Diesel,3568.0
2023,3,2023-03-01,Battery Electric (BEV),2930.0
2023,3,2023-03-01,Hybrid (HEV),2180.0
2023,4,2023-04-01,Battery Electric (BEV),2315.0
2023,4,2023-04-01,Diesel,2386.0
2023,4,2023-04-01,Hybrid (HEV),1643.0
2023,4,2023-04-01,Other,0.0
2023,4,2023-04-01,Petrol,3973.0
2023,4,2023-04-01,Plug-in Hybrid (PHEV),960.0
2023,5,2023-05-01,Plug-in Hybrid (PHEV),825.0
2023,5,2023-05-01,Petrol,3679.0
2023,5,2023-05-01,Other,1.0
2023,5,2023-05-01,Hybrid (HEV),1677.0
2023,5,2023-05-01,Diesel,2180.0
2023,5,2023-05-01,Battery Electric (BEV),2090.0
2023,6,2023-06-01,Battery Electric (BEV),1783.0
2023,6,2023-06-01,Diesel,1195.0
2023,6,2023-06-01,Hybrid (HEV),751.0
2023,6,2023-06-01,Other,0.0
2023,6,2023-06-01,Petrol,1502.0
2023,6,2023-06-01,Plug-in Hybrid (PHEV),353.0
2023,7,2023-07-01,Plug-in Hybrid (PHEV),1409.0
2023,7,2023-07-01,Petrol,5709.0
2023,7,2023-07-01,Other,0.0
2023,7,2023-07-01,Hybrid (HEV),4101.0
2023,7,2023-07-01,Diesel,3822.0
2023,7,2023-07-01,Battery Electric (BEV),3065.0
2023,8,2023-08-01,Battery Electric (BEV),2255.0
2023,8,2023-08-01,Diesel,2831.0
2023,8,2023-08-01,Hybrid (HEV),1916.0
2023,8,2023-08-01,Other,1.0
2023,8,2023-08-01,Petrol,3290.0
2023,8,2023-08-01,Plug-in Hybrid (PHEV),1035.0
2023,9,2023-09-01,Plug-in Hybrid (PHEV),762.0
2023,9,2023-09-01,Petrol,1962.0
2023,9,2023-09-01,Other,0.0
2023,9,2023-09-01,Hybrid (HEV),1088.0
2023,9,2023-09-01,Diesel,1574.0
2023,9,2023-09-01,Battery Electric (BEV),1496.0
2023,10,2023-10-01,Battery Electric (BEV),1150.0
2023,10,2023-10-01,Diesel,1104.0
2023,10,2023-10-01,Hybrid (HEV),509.0
2023,10,2023-10-01,Other,1.0
2023,10,2023-10-01,Petrol,1307.0
2023,10,2023-10-01,Plug-in Hybrid (PHEV),516.0
2023,11,2023-11-01,Petrol,659.0
2023,11,2023-11-01,Other,0.0
2023,11,2023-11-01,Plug-in Hybrid (PHEV),195.0
2023,11,2023-11-01,Diesel,562.0
2023,11,2023-11-01,Battery Electric (BEV),582.0
2023,11,2023-11-01,Hybrid (HEV),293.0
2023,12,2023-12-01,Battery Electric (BEV),244.0
2023,12,2023-12-01,Diesel,214.0
2023,12,2023-12-01,Hybrid (HEV),108.0
2023,12,2023-12-01,Other,0.0
2023,12,2023-12-01,Petrol,373.0
2023,12,2023-12-01,Plug-in Hybrid (PHEV),125.0
