AtcoCode,CommonName,Street,stop_category,StopType,Latitude,Longitude,Easting,Northing,AdministrativeAreaRef,Status
8430LL10698,Golden,,Bus stop,BCT,52.49928,-7.97722,601547,638654,843,active
8430LL10699,Thomastown,,Bus stop,BCT,52.49301,-8.02564,598259,637956,843,active
8430LL10700,Kilfeakle,,Bus stop,BCT,52.48783,-8.06196,595792,637382,843,active
843000030,Seskin,,Bus stop,BCT,52.3725474,-7.5875997,628082,624634,843,active
843000031,Killamery,,Bus stop,BCT,52.476709,-7.44752,637532,636286,843,active
843000034,Templetouhy,,Bus stop,BCT,52.78798,-7.72355,618648,670810,843,active
8430LL10605,Clonmel Showgrounds,,Bus stop,BCT,52.35474,-7.69165,621005,622618,843,active
8430LL10606,Tesco Clonmel,,Bus stop,BCT,52.36202,-7.69215,620968,623427,843,active
8430LL10607,Clonmel Train Station,Thomas Street,Bus stop,BCT,52.36068,-7.6998,620447,623276,843,active
8430LL10608,Glenconnor Road,,Bus stop,BCT,52.356681,-7.722074,618932,622825,843,active
8430LL10923,Oldbridge,Raheen Road,Bus stop,BCT,52.3485,-7.70617,620019,621919,843,active
8430LL11417,Ard Gaoithe Business Park,Cashel Road,Bus stop,BCT,52.372844,-7.718831,619146,624624,843,active
8430LL11418,Ard Na Sidhe,,Bus stop,BCT,52.36801,-7.71275,619562,624088,843,active
8430LL11419,Ard Na Sidhe,,Bus stop,BCT,52.36796,-7.71248,619580,624083,843,active
8430LL11420,Ash Court,,Bus stop,BCT,52.354507,-7.731384,618299,622581,843,active
8430LL11421,Ash Court,Cahir Road,Bus stop,BCT,52.354351,-7.731192,618312,622564,843,active
8430LL11422,Bianconi Drive,Bianconi Drive,Bus stop,BCT,52.361629,-7.710458,619721,623379,843,active
8430LL11423,Bianconi Drive,Bianconi Drive,Bus stop,BCT,52.361727,-7.710109,619745,623390,843,active
8430LL11424,Cashel Court,Cashel Road,Bus stop,BCT,52.364834,-7.709825,619763,623735,843,active
8430LL11425,Cashel Court,Cashel Road,Bus stop,BCT,52.365083,-7.709654,619774,623763,843,active
8430LL11426,Cherrymount,,Bus stop,BCT,52.353549,-7.727193,618585,622475,843,active
8430LL11427,Cherrymount,Western Road,Bus stop,BCT,52.353734,-7.727612,618556,622496,843,active
8430LL11428,Connolly Park,,Bus stop,BCT,52.3532,-7.718734,619161,622439,843,active
8430LL11429,Connolly Park,,Bus stop,BCT,52.353365,-7.717622,619237,622457,843,active
8430LL11430,Crann Ard,,Bus stop,BCT,52.371354,-7.700215,620414,624463,843,active
8430LL11431,Crann Ard,,Bus stop,BCT,52.371415,-7.700035,620426,624470,843,active
8430LL11432,Davis Road,Davis Road,Bus stop,BCT,52.356471,-7.686573,621350,622812,843,active
8430LL11433,Davis Road,Davis Road,Bus stop,BCT,52.356813,-7.685009,621457,622850,843,active
8430LL11434,Fairfields,,Bus stop,BCT,52.363906,-7.700201,620419,623635,843,active
8430LL11435,Fairfields,,Bus stop,BCT,52.36414,-7.70021,620418,623661,843,active
8430LL11436,Hospital Heywood Road,,Bus stop,BCT,52.357127,-7.711163,619675,622878,843,active
8430LL11437,Hospital Heywood Road,,Bus stop,BCT,52.356976,-7.710832,619698,622861,843,active
8430LL11438,Honeyview Estate,,Bus stop,BCT,52.361626,-7.715604,619370,623377,843,active
8430LL11439,Honeyview Estate,,Bus stop,BCT,52.36151,-7.715339,619389,623364,843,active
8430LL11440,Mountain View,,Bus stop,BCT,52.360521,-7.714629,619437,623254,843,active
8430LL11441,Mountain View,,Bus stop,BCT,52.360264,-7.714194,619467,623226,843,active
8430LL11442,Northview Close,,Bus stop,BCT,52.366178,-7.699421,620471,623888,843,active
8430LL11443,Northview Close,,Bus stop,BCT,52.36693,-7.699832,620442,623971,843,active
8430LL11444,O'Connell Street,,Bus stop,BCT,52.352863,-7.70185,620311,622406,843,active
8430LL11445,O'Connell Street,,Bus stop,BCT,52.352869,-7.702298,620281,622406,843,active
8430LL11446,Parnell Street,Anglesea Street,Bus stop,BCT,52.353539,-7.696598,620669,622483,843,active
8430LL11447,Parnell Street,,Bus stop,BCT,52.353874,-7.697191,620628,622520,843,active
8430LL11448,Poppyfield Retail Park,Cahir Road,Bus stop,BCT,52.355715,-7.736215,617969,622714,843,active
8430LL11449,Poppyfield Retail Park,Cahir Road,Bus stop,BCT,52.355678,-7.736219,617969,622710,843,active
8430LL11450,Powerstown Road,Tivoli Road,Bus stop,BCT,52.35922,-7.687274,621301,623117,843,active
8430LL11451,Powerstown Road,Powerstown Road,Bus stop,BCT,52.359276,-7.686634,621345,623124,843,active
8430LL11452,Saint Luke's Campus,,Bus stop,BCT,52.354673,-7.720476,619042,622602,843,active
8430LL11453,Silversprings Road,,Bus stop,BCT,52.358296,-7.680777,621744,623016,843,active
8430LL11454,Silversprings Road,,Bus stop,BCT,52.358199,-7.680586,621757,623006,843,active
8430LL11455,Tivoli Heights,Powerstown Road,Bus stop,BCT,52.361119,-7.682475,621627,623330,843,active
8430LL11456,Tivoli Heights,Powerstown Road,Bus stop,BCT,52.361139,-7.683192,621578,623332,843,active
8430LL11457,Tivoli Road,,Bus stop,BCT,52.361389,-7.688165,621239,623358,843,active
8430LL11458,Tivoli Road,,Bus stop,BCT,52.361425,-7.688327,621228,623362,843,active
843000035,Father Matthew Terrace,O'Rahilly Avenue,Bus stop,BCT,52.35785,-7.69342,620883,622963,843,active
843000036,Marlfield Road,,Bus stop,BCT,52.351104,-7.729093,618456,622203,843,active
843000046,Father Matthew Terrace,,Bus stop,BCT,52.35804,-7.6939,620850,622984,843,active
843000047,Marlfield Road,,Bus stop,BCT,52.35107,-7.729241,618446,622199,843,active
843000048,Marlfield,,Bus stop,BCT,52.347814,-7.746357,617281,621833,843,active
8430PB11788,Bohercrow,,Bus stop,BCT,52.479395,-8.176759,587993,636456,843,active
8430LL11821,Kilmacomma,,Bus stop,BCT,52.34435,-7.72423,618790,621453,843,active
8430LL11822,Kilmacomma,,Bus stop,BCT,52.34451,-7.72434,618783,621470,843,active
8430LL12520,Parknascaddane,,Bus stop,BCT,52.370812,-7.717532,619235,624398,843,active
8430LL12521,Parknascaddane,Cashel Road,Bus stop,BCT,52.370337,-7.716787,619286,624346,843,active
8430LL12898,Golden,,Bus stop,BCT,52.49915,-7.97728,601543,638639,843,active
8430PB12964,Cahir West (Event Stop),,Bus stop,BCT,52.37418,-7.93457,604455,624738,843,active
8430PB12966,Cashel Junction 8 (Event Stop),,Bus stop,BCT,52.50915,-7.87302,608620,639759,843,active
8430PB12969,Clonmel (Event Stop),,Bus stop,BCT,52.36167,-7.69442,620813,623388,843,active
8430LL13041,Glen of Aherlow,,Bus stop,BCT,52.41878,-8.19252,586904,629715,843,active
8430LL13042,Ballyglass,,Bus stop,BCT,52.44356,-8.16296,588921,632467,843,active
8430LL13043,Tipperary Golf Club,,Bus stop,BCT,52.46057,-8.16183,589002,634359,843,active
8430LL13044,Donaskeigh,,Bus stop,BCT,52.52153,-8.08364,594324,641132,843,active
8430LL13045,Dundrum North,,Bus stop,BCT,52.56025,-8.04646,596850,645438,843,active
8430LL13046,Ballagh,,Bus stop,BCT,52.58977,-7.98329,601132,648722,843,active
8430LL13047,Gooldscross,IÉ Dublin – Cork,Bus stop,BCT,52.59175,-7.95921,602764,648942,843,active
8430LL13048,Clonoulty,,Bus stop,BCT,52.60295,-7.95921,602763,650189,843,active
8430LL13055,Clonoulty,,Bus stop,BCT,52.60289,-7.95915,602767,650182,843,active
8430LL13056,Gooldscross,IÉ Dublin – Cork,Bus stop,BCT,52.59175,-7.95906,602774,648942,843,active
8430LL13057,Ballagh,,Bus stop,BCT,52.58976,-7.98347,601120,648720,843,active
8430LL13058,Dundrum North,,Bus stop,BCT,52.56018,-8.04636,596857,645430,843,active
8430LL13059,Donaskeigh,,Bus stop,BCT,52.52143,-8.08367,594322,641121,843,active
8430LL13060,Tipperary Golf Club,,Bus stop,BCT,52.46058,-8.16171,589010,634360,843,active
8430LL13061,Ballyglass,,Bus stop,BCT,52.44352,-8.16283,588930,632462,843,active
8430LL13062,Glen of Aherlow,,Bus stop,BCT,52.41878,-8.19252,586904,629715,843,active
8430LL13064,Tipperary Station,,Bus stop,BCT,52.47045,-8.16108,589056,635458,843,active
8430PB13201,Cashel (Event Stop),,Bus stop,BCT,52.50694,-7.89161,607358,639511,843,active
8430LL13788,Raheen Road,Raheen Road,Bus stop,BCT,52.35093,-7.69803,620572,622192,843,active
8430LL13789,Raheen Road,Raheen Road,Bus stop,BCT,52.35078,-7.69817,620563,622175,843,active
8430PB14350,Poulnamucky,,Bus stop,BCT,52.40095,-7.82001,612248,627729,843,active
8430PB14351,New Inn,,Bus stop,BCT,52.44049,-7.88224,608006,632119,843,active
8430PB14391,Ballysloe,,Bus stop,BCT,52.63778,-7.60914,626456,654135,843,active
8430PB14392,Boherlahan,,Bus stop,BCT,52.57212,-7.89384,607196,646763,843,active
8430PB14404,Longfordpass,,Bus stop,BCT,52.69587,-7.63179,624889,660590,843,active
8430PB14408,Saint Bridget's Terrace,Derrynaflan Road,Bus stop,BCT,52.63712,-7.73576,617885,654022,843,active
8430LL14545,Limerick Junction,,Bus stop,BCT,52.50058,-8.20057,586382,638817,843,active
8430LL14548,Killenaule,River Street,Bus stop,BCT,52.5687,-7.67264,622192,646428,843,active
8430LL14549,Castlequarter,,Bus stop,BCT,52.57164,-7.66505,622705,646757,843,active
8430LL14984,Carrickbeg,,Bus stop,BCT,52.34256,-7.40825,640322,621383,843,active
8430LL15002,Carrickbeg,,Bus stop,BCT,52.34247,-7.40827,640321,621373,843,active
8430LL15039,Saint Patrick's Terrace,,Bus stop,BCT,52.62434,-7.54427,630856,652665,843,active
8430LL15040,Saint Patrick's Terrace,Saint Patrick's Terrace,Bus stop,BCT,52.62417,-7.54397,630876,652646,843,active
8430PB15059,Kilsheelan,,Bus stop,BCT,52.36087,-7.57873,628694,623338,843,active
8430PB15053,Presentation Primary School,Greenside South,Bus stop,BCT,52.34804,-7.41097,640132,621991,843,active
844000002,Glenville,,Bus stop,BCT,52.249126,-7.090083,662132,611213,844,active
8440PB003537,Grantstown Park,,Bus stop,BCT,52.241371,-7.068555,663613,610369,844,active
8440PB003555,Ballinakill Downs,Dunmore Road,Bus stop,BCT,52.240741,-7.067295,663700,610300,844,active
8440PB003538,Ballinakill Downs,,Bus stop,BCT,52.240678,-7.06734,663697,610293,844,active
844000031,Fountain Street,,Bus stop,BCT,52.2650277,-7.1054623,661060,612969,844,active
844000009,Kilcaragh Village,,Bus stop,BCT,52.22959,-7.063239,663993,609063,844,active
844000020,Fountain Street,,Bus stop,BCT,52.2647689,-7.1057166,661043,612940,844,active
844000014,Ballygunner,,Bus stop,BCT,52.231066,-7.06233,664053,609228,844,active
844000017,Waterford Bus Station,,Bus stop,BCT,52.263711,-7.118044,660203,612812,844,active
844000021,De La Salle College,,Bus stop,BCT,52.253158,-7.10138,661355,611652,844,active
8440PB003552,Earls Court,Dunmore Road,Bus stop,BCT,52.243992,-7.071415,663414,610658,844,active
844000008,Meledon Grove,,Bus stop,BCT,52.240204,-7.066442,663759,610241,844,active
844000006,Meadowlands,,Bus stop,BCT,52.232633,-7.0707146,663478,609395,844,active
8440PB003534,Meadowlands,,Bus stop,BCT,52.2324729,-7.0709229,663464,609377,844,active
8440PB003571,The Folly,,Bus stop,BCT,52.2476433,-7.1078476,660921,611033,844,active
844000016,Ballybricken,,Bus stop,BCT,52.2599086,-7.1168155,660292,612390,844,active
8440PB003012,Tower Hotel,,Bus stop,BCT,52.2603061,-7.1051325,661089,612444,844,active
8440PB003000,Tower Hotel Waterford,,Bus stop,BCT,52.2604098,-7.1045884,661126,612456,844,active
8440B3102102,The Clock Tower,,Bus stop,BCT,52.262054,-7.111572,660647,612633,844,active
8440B3550504,Waterford Bus Station,Merchants Quay,Bus stop,BCT,52.263416,-7.115852,660353,612781,844,active
8440B3550501,Waterford Bus Station,,Bus stop,BCT,52.26323,-7.11548,660379,612761,844,active
8440PB003541,Riverview,,Bus stop,BCT,52.23669,-7.06061,664162,609855,844,active
844000034,Lombard Street,,Bus stop,BCT,52.2593269,-7.1052108,661085,612335,844,active
844000035,Lombard Street,,Bus stop,BCT,52.25939,-7.10518,661087,612342,844,active
844000038,The Paddocks,The Paddocks,Bus stop,BCT,52.23378,-7.07291,663326,609521,844,active
844000041,Williamstown Glen,,Bus stop,BCT,52.240089,-7.087412,662327,610210,844,active
844000042,Williamstown Village,,Bus stop,BCT,52.235002,-7.077034,663043,609653,844,active
844000043,Ardkeen Tesco,,Bus stop,BCT,52.2417361,-7.0876565,662308,610393,844,active
844000044,The Anchorage,,Bus stop,BCT,52.231237,-7.068094,663659,609242,844,active
8440PB003540,Montelado Way,Dunmore Road,Bus stop,BCT,52.238941,-7.064799,663873,610102,844,active
844000046,Woodlands Hotel,,Bus stop,BCT,52.238484,-7.06374,663946,610052,844,active
844000047,Viewmount Park,,Bus stop,BCT,52.24489,-7.072465,663341,610757,844,active
844000049,Waterford Hospital,,Bus stop,BCT,52.246797,-7.078444,662930,610964,844,active
844000050,Waterford Hospital,,Bus stop,BCT,52.246829,-7.077931,662965,610968,844,active
844000053,Park Road,,Bus stop,BCT,52.256175,-7.102125,661300,611987,844,active
844000054,Park Road,,Bus stop,BCT,52.256456,-7.102354,661284,612018,844,active
844000056,Leoville,,Bus stop,BCT,52.247649,-7.085119,662473,611053,844,active
844000060,Knockboy,,Bus stop,BCT,52.2353993,-7.0602034,664192,609712,844,active
844000061,Knockboy,,Bus stop,BCT,52.2353716,-7.0601161,664198,609709,844,active
844000067,Newtown Park,,Bus stop,BCT,52.252381,-7.098511,661552,611568,844,active
844000073,Holy Cross,,Bus stop,BCT,52.238065,-7.178963,656077,609910,844,active
844000032,Rockenham,Ross Road,Bus stop,BCT,52.266629,-7.102046,661291,613150,844,active
8440B3525801,The Clock Tower,Meagher's Quay,Bus stop,BCT,52.261859,-7.1108,660700,612612,844,active
8440B3525901,Waterford Bus Station,,Bus stop,BCT,52.263113,-7.11621,660329,612747,844,active
8440B352191,Old Crystal Factory,,Bus stop,BCT,52.245457,-7.130399,659384,610771,844,active
8440B352561,Waterford Bus Station,,Bus stop,BCT,52.263174,-7.115989,660344,612754,844,active
8440B352011,The Clock Tower,Meagher's Quay,Bus stop,BCT,52.262056,-7.110752,660703,612634,844,active
8440B352041,The Mall,,Bus stop,BCT,52.25966,-7.10642,661002,612371,844,active
8440B352051,Parnell Street,,Bus stop,BCT,52.258369,-7.109229,660812,612225,844,active
8440B352061,Railway Square,,Bus stop,BCT,52.256575,-7.112165,660614,612023,844,active
8440B352081,SETU College Street,,Bus stop,BCT,52.252781,-7.115697,660378,611598,844,active
8440B3520901,O'Reilly Road,,Bus stop,BCT,52.250496,-7.119082,660150,611341,844,active
8440B352111,SETU Cork Road,,Bus stop,BCT,52.24487,-7.13788,658874,610700,844,active
8440B352131,Woodlawn Grove,,Bus stop,BCT,52.244041,-7.147062,658248,610600,844,active
8440B352731,Waterford Hospital,,Bus stop,BCT,52.247543,-7.079556,662853,611046,844,active
8440B352741,Ardkeen Woods,,Bus stop,BCT,52.245994,-7.080306,662804,610873,844,active
8440B352541,Parnell Street,,Bus stop,BCT,52.2581678,-7.1100387,660757,612202,844,active
8440B352551,The Mall,,Bus stop,BCT,52.259724,-7.10658,660991,612378,844,active
8440B3525301,SETU College Street,,Bus stop,BCT,52.253309,-7.115423,660396,611657,844,active
8440B353021,Kilbarry Shopping Centre,,Bus stop,BCT,52.245579,-7.120263,660076,610793,844,active
8440B353171,Ballykinsella,,Bus stop,BCT,52.195694,-7.121877,660033,605242,844,active
8440B353181,Coolgower,,Bus stop,BCT,52.205916,-7.116145,660411,606384,844,active
8440B353191,Kilbarry Shopping Centre,,Bus stop,BCT,52.246359,-7.119911,660099,610880,844,active
8440B353201,Six Cross Roads,,Bus stop,BCT,52.233645,-7.148901,658136,609442,844,active
8440B353211,Six Cross Roads,,Bus stop,BCT,52.2316575,-7.1450156,658404,609224,844,active
8440B895611,Newtown Road,,Bus stop,BCT,52.254114,-7.101727,661330,611758,844,active
8440B353221,Rockenham,,Bus stop,BCT,52.266369,-7.102197,661281,613121,844,active
8440B353231,Ferrybank,,Bus stop,BCT,52.268205,-7.097765,661581,613329,844,active
844000003,River Walk Apartments,,Bus stop,BCT,52.248707,-7.11427,660481,611146,844,active
844000004,Gortmore Drive,,Bus stop,BCT,52.250793,-7.0958,661739,611394,844,active
844000055,Leoville,,Bus stop,BCT,52.248045,-7.0863263,662390,611096,844,active
844000010,Collins Avenue,,Bus stop,BCT,52.242877,-7.070354,663488,610535,844,active
8440PB003558,Riverview,,Bus stop,BCT,52.236376,-7.059802,664218,609821,844,active
844000026,Riverview,Dunmore Road,Bus stop,BCT,52.23661,-7.06048,664171,609846,844,active
844000011,Passage Cross,,Bus stop,BCT,52.233316,-7.049209,664946,609490,844,active
844000012,Passage Cross,,Bus stop,BCT,52.233362,-7.047114,665089,609497,844,active
844000013,Meledon Grove,,Bus stop,BCT,52.239715,-7.06594,663794,610187,844,active
844000025,Waterford Hospital,Dunmore Road,Bus stop,BCT,52.24712,-7.08061,662782,610998,844,active
844000005,The Fairways,,Bus stop,BCT,52.268811,-7.107745,660899,613388,844,active
8440B353261,Ardkeen Woods,,Bus stop,BCT,52.245737,-7.080838,662768,610844,844,active
844000019,Waterford Bus Station,,Bus stop,BCT,52.263746,-7.117897,660213,612816,844,active
8440TR000275,Waterford Regional Hospital,R683,Taxi rank,TXR,52.2478863,-7.0786263,662916,611085,844,active
8440TR000231,Walk M.S Computer Solutions,The Mall,Taxi rank,TXR,52.2600058,-7.1058417,661041,612410,844,active
8440TR000230,Revolution Bar,John Street,Taxi rank,TXR,52.2575774,-7.1116032,660651,612135,844,active
8440TR000224,Murphys Pub,Merchants Quay,Taxi rank,TXR,52.2634788,-7.1170229,660273,612787,844,active
8440TR000225,Waterford Bus Station,Merchants Quay,Taxi rank,TXR,52.262913,-7.114646,660436,612726,844,active
8440TR000229,Rapid Cabs,,Taxi rank,TXR,52.259936,-7.1168736,660288,612393,844,active
8440TR000228,Waterford City Library,Lady Lane,Taxi rank,TXR,52.2594448,-7.1113022,660669,612343,844,active
8440TR000227,Dunnes Stores,Peter Street,Taxi rank,TXR,52.2600134,-7.1116131,660647,612406,844,active
8440TR000226,Aib Bank,Merchants Quay,Taxi rank,TXR,52.2619885,-7.1112807,660667,612626,844,active
8440B352471,Lisduggan Shopping Centre,,Bus stop,BCT,52.250339,-7.137993,658859,611308,844,active
8440TR000223,Waterford Train Station,Terminus Street,Taxi rank,TXR,52.2664023,-7.1185179,660167,613111,844,active
8440B3526001,Cannon Street,,Bus stop,BCT,52.2547,-7.122221,659930,611806,844,active
8440B3522101,Cannon Street,,Bus stop,BCT,52.254958,-7.121909,659951,611835,844,active
8440B3102001,Avondale,,Bus stop,BCT,52.237058,-7.114341,660492,609850,844,active
8440B3103001,Knockhouse Lower,,Bus stop,BCT,52.25323,-7.15603,657624,611615,844,active
8440B6315601,Logloss,,Bus stop,BCT,52.26439,-7.140621,658661,612869,844,active
8440B3526801,Bawndaw,,Bus stop,BCT,52.261798,-7.143967,658436,612578,844,active
8440B3526901,Carn Glas,,Bus stop,BCT,52.264703,-7.134213,659098,612909,844,active
8440B3527001,Gracedieu Road,,Bus stop,BCT,52.262624,-7.125376,659704,612685,844,active
8440B3527101,Morgan Street,A street,Bus stop,BCT,52.261356,-7.121709,659956,612547,844,active
8440B3527201,Ballybricken,,Bus stop,BCT,52.260193,-7.116429,660318,612422,844,active
8440B3524201,Thomas Street,,Bus stop,BCT,52.261858,-7.117832,660220,612606,844,active
8440B3526201,Morgan Street,,Bus stop,BCT,52.261268,-7.121872,659945,612537,844,active
8440B3526301,Congress Place,,Bus stop,BCT,52.260383,-7.129873,659400,612432,844,active
8440B3526401,Dominics Place,,Bus stop,BCT,52.261853,-7.128028,659524,612597,844,active
8440B3526501,Gracedieu Road,,Bus stop,BCT,52.263253,-7.127737,659542,612753,844,active
8440B3526601,Carn Glas,,Bus stop,BCT,52.264376,-7.132549,659212,612874,844,active
8440B3526701,Carrickphierish,,Bus stop,BCT,52.25973,-7.151317,657937,612342,844,active
8440B352151,Priory Lawn,,Bus stop,BCT,52.240065,-7.141706,658619,610162,844,active
8440B352161,Glencarra,avc,Bus stop,BCT,52.242308,-7.138632,658826,610414,844,active
8440B352171,Ballybeg Drive,,Bus stop,BCT,52.243282,-7.135435,659043,610525,844,active
8440B352181,Ballybeg Court,,Bus stop,BCT,52.24369,-7.13222,659262,610573,844,active
8440B352201,Ashe Road,,Bus stop,BCT,52.249543,-7.127478,659578,611228,844,active
8440B352221,Presentation School,,Bus stop,BCT,52.252211,-7.126108,659668,611526,844,active
8440B352231,Barrack Street,,Bus stop,BCT,52.256904,-7.11771,660235,612055,844,active
8440B352241,Mayor's Walk,,Bus stop,BCT,52.258999,-7.115325,660395,612290,844,active
8440B352251,Ballybricken,,Bus stop,BCT,52.25978,-7.117712,660231,612375,844,active
8440B352101,Claremont,,Bus stop,BCT,52.245048,-7.134756,659087,610722,844,active
8440B352121,Ballynaneashagh,,Bus stop,BCT,52.242685,-7.154746,657725,610443,844,active
8440B352271,John Street,,Bus stop,BCT,52.257008,-7.111234,660677,612072,844,active
8440B352281,Upper Johnstown,,Bus stop,BCT,52.253873,-7.10907,660829,611725,844,active
8440352291,Ballytruckle Court,,Bus stop,BCT,52.250251,-7.1103,660750,611321,844,active
8440B352301,Ballytruckle Green,,Bus stop,BCT,52.248006,-7.110652,660729,611071,844,active
8440B352311,Lower Grange,,Bus stop,BCT,52.245064,-7.109144,660836,610745,844,active
8440B352321,Saint Johns Park,,Bus stop,BCT,52.24233,-7.107705,660938,610442,844,active
8440B352331,Grange Cohan,,Bus stop,BCT,52.239554,-7.106721,661009,610134,844,active
8440B352341,Airport Road Roundabout,,Bus stop,BCT,52.233162,-7.105474,661103,609424,844,active
8440B352351,Beech Court,,Bus stop,BCT,52.233773,-7.114948,660455,609484,844,active
8440B352371,Kilcohan Park,,Bus stop,BCT,52.241843,-7.11344,660547,610383,844,active
8440B352361,Pearse Park,,Bus stop,BCT,52.244776,-7.112606,660600,610710,844,active
8440B352381,Lower Grange,,Bus stop,BCT,52.245733,-7.109614,660803,610819,844,active
8440B352571,Ballytruckle Green,,Bus stop,BCT,52.248223,-7.110853,660715,611095,844,active
8440B352391,Ballytruckle Court,,Bus stop,BCT,52.250654,-7.110204,660756,611366,844,active
8440B352401,Upper Johnstown,,Bus stop,BCT,52.25373,-7.109146,660824,611709,844,active
8440B352411,John Street,,Bus stop,BCT,52.2581811,-7.1117962,660637,612202,844,active
8440B352751,Solas Centre,,Bus stop,BCT,52.242052,-7.08664,662377,610429,844,active
8440B352761,Farran Park,,Bus stop,BCT,52.242272,-7.093107,661935,610448,844,active
8440B352771,Saint Catherine's Grange,,Bus stop,BCT,52.243406,-7.096701,661688,610571,844,active
8440B352931,Saint Otteran's Hospital,,Bus stop,BCT,52.248184,-7.103238,661235,611097,844,active
8440B352921,The Elms,,Bus stop,BCT,52.251195,-7.105623,661068,611430,844,active
8440B352431,Yellow Road Lower,,Bus stop,BCT,52.259415,-7.122948,659874,612330,844,active
8440B352811,Yellow Road Upper,,Bus stop,BCT,52.258433,-7.12997,659396,612215,844,active
8440B352821,Crescent Drive,,Bus stop,BCT,52.257803,-7.135929,658990,612140,844,active
8440B3529901,Hawthorn Close,,Bus stop,BCT,52.259581,-7.136891,658922,612337,844,active
8440B352831,Oakwood,,Bus stop,BCT,52.261203,-7.138676,658798,612516,844,active
8440B353001,Hawthorn Close,,Bus stop,BCT,52.259518,-7.13698,658916,612330,844,active
8440B352841,Crescent Drive,,Bus stop,BCT,52.257982,-7.135867,658994,612160,844,active
8440B352851,Skibbereen Lawn,,Bus stop,BCT,52.253592,-7.144023,658443,611665,844,active
8440B352861,Skibbereen Road,,Bus stop,BCT,52.253388,-7.140702,658670,611645,844,active
8440B352871,Belvedere Grove,,Bus stop,BCT,52.253598,-7.134956,659062,611673,844,active
8440B352881,Slievekeale Road,,Bus stop,BCT,52.254624,-7.126632,659629,611794,844,active
8440B352891,Ard na Greine,,Bus stop,BCT,52.257623,-7.12855,659494,612126,844,active
8440B352901,Yellow Road Lower,,Bus stop,BCT,52.259402,-7.122377,659913,612329,844,active
8440B352911,Ballybricken,,Bus stop,BCT,52.260021,-7.11863,660168,612401,844,active
8440B352791,The Elms,,Bus stop,BCT,52.250588,-7.105021,661110,611363,844,active
8440B353011,Saint Otteran's Hospital,,Bus stop,BCT,52.248164,-7.102975,661253,611095,844,active
8440B352941,Saint Catherine's Grange,,Bus stop,BCT,52.24397,-7.097568,661628,610633,844,active
8440B352951,Farran Park,,Bus stop,BCT,52.242944,-7.095071,661800,610521,844,active
8440B352981,Solas Centre,,Bus stop,BCT,52.24158,-7.088377,662259,610375,844,active
8440B352961,Ardkeen Retail Park,,Bus stop,BCT,52.24331,-7.084242,662539,610571,844,active
8440B3524401,Morrissons Road,,Bus stop,BCT,52.257108,-7.122203,659928,612074,844,active
8440B3524501,Manor Lawn,,Bus stop,BCT,52.253275,-7.130144,659391,611641,844,active
8440B3524601,Arbour Road,,Bus stop,BCT,52.252597,-7.13335,659173,611563,844,active
8440B3524901,SETU Paddy Browne's Road,,Bus stop,BCT,52.244769,-7.144558,658418,610683,844,active
8440B3525101,Hennessy's Road,,Bus stop,BCT,52.250865,-7.125167,659734,611377,844,active
8440B3525201,O'Reilly Road,,Bus stop,BCT,52.250743,-7.119605,660114,611368,844,active
8440B352141,Clonard Park,,Bus stop,BCT,52.239202,-7.147916,658196,610061,844,active
8440BE500086,Waterford Bus Station Bay 6,,Bus bay,BCS,52.26346,-7.11619,660330,612786,844,active
8440BE600021,Waterford Bus Station Front Entrance,Merchants Quay,Other,BCE,52.26317,-7.11558,660372,612754,844,active
8440BE500085,Waterford Bus Station Bay 7,,Bus bay,BCS,52.26349,-7.11628,660324,612789,844,active
8440BE500087,Waterford Bus Station Bay 5,,Bus bay,BCS,52.26344,-7.11612,660335,612783,844,active
8440BE600022,Waterford Bus Station Rear Entrance,Merchants Quay,Other,BCE,52.26326,-7.11523,660396,612764,844,active
8440BE500089,Waterford Bus Station Bay 3,,Bus bay,BCS,52.2634,-7.11597,660345,612779,844,active
8440BE500088,Waterford Bus Station Bay 4,,Bus bay,BCS,52.26342,-7.11605,660339,612781,844,active
8440BE500090,Waterford Bus Station Bay 2,,Bus bay,BCS,52.26336,-7.11588,660351,612775,844,active
8440BE500091,Waterford Bus Station Bay 1,,Bus bay,BCS,52.26332,-7.1158,660357,612770,844,active
8440BE500092,Waterford Bus Station Bay 11,,Bus bay,BCS,52.26337,-7.11648,660310,612775,844,active
8440BE500093,Waterford Bus Station Bay 10,,Bus bay,BCS,52.2633,-7.11623,660327,612768,844,active
8440BE500083,Waterford Bus Station Bay 9,,Bus bay,BCS,52.26353,-7.11646,660311,612793,844,active
8440BE500084,Waterford Bus Station Bay 8,,Bus bay,BCS,52.26351,-7.11638,660317,612791,844,active
8440B353271,Arundel Square,,Bus stop,BCT,52.260145,-7.11123,660673,612421,844,active
8440B310321,Knockhouse Lower,,Bus stop,BCT,52.253338,-7.156213,657611,611627,844,active
8440B352801,SETU Paddy Browne's Road,,Bus stop,BCT,52.245832,-7.143616,658481,610802,844,active
8440B353281,Old Kilmeaden Road,,Bus stop,BCT,52.253055,-7.153055,657827,611598,844,active
8440B353291,Old Kilmeaden Road,,Bus stop,BCT,52.253377,-7.152771,657846,611634,844,active
8440B631591,Logloss,,Bus stop,BCT,52.264667,-7.137935,658844,612902,844,active
8440IR0106,Waterford (Plunkett),,Rail station,RLY,52.26625,-7.117956,660206,613095,844,active
