,AtcoCode,PlateCode,CommonName,ShortCommonName,CommonNameGA,ShortCommonNameGA,Indicator,Street,NptgLocalityRef,GridType,Easting,Northing,Latitude,Longitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,Status,CreationDateTime,ModificationDateTime
0,7010PB003857,,Ballymagrorty,Ballymagrorty,B Mhic Robhartaigh,B Mhic Robhartaigh,Near,,E0701003,ITM,641057,920841,55.0334043,-7.3577718,BCT,CUS,OTH,NW,,701,active,1969-12-31T00:00:00.000,2021-06-01T16:08:18.000
1,7010PB003858,,Coshquin,,,,Nr,,E0701003,ITM,641054,920860,55.0335753,-7.3578159,BCT,CUS,OTH,N,,701,active,1969-12-31T00:00:00.000,2016-10-28T15:12:27.000
2,7010PB003859,,Culmore Point,,,,Opp,Culmore Road,E0701003,ITM,646370,922263,55.0457123,-7.2744401,BCT,CUS,OTH,N,,701,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
3,7010PB003860,,Culmore Point,,,,o/s,Culmore Road,E0701003,ITM,646379,922262,55.0457025,-7.2742994,BCT,CUS,OTH,N,,701,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
4,7010B158131,158131,Ulsterbus Depot,Ulsterbus Depot,Busáras Ulsterbus,Busáras Ulsterbus,,,E0701001,ITM,643648,916772,54.996629,-7.317866,BCT,CUS,OTH,N,,701,active,2000-01-01T00:00:00.000,2025-09-22T08:44:01.000
5,701000002,12537,Derry Patrick Street,Derry Patrick St,Doire Sráid Phádraig,Doire Sr Phádraig,,,E0701001,ITM,643358,917142,54.99998,-7.32234,BCT,CUS,OTH,N,,701,active,2020-05-07T00:00:00.000,2026-03-11T11:19:15.001
6,701000001,13223,Water Street,Water Street,Sráid an Uisce,Sráid an Uisce,,,E0701001,ITM,643683,916710,54.9960687,-7.3173289,BCT,CUS,OTH,N,,701,active,2016-10-04T00:00:00.000,2025-05-12T14:18:52.882
7,701000004,,Dungiven,Dungiven,Dún Geimhin,Dún Geimhin,,,E0701001,ITM,669220,909127,54.9250579,-6.9201336,BCT,MKD,OTH,S,,701,active,2019-10-18T00:00:00.000,2021-06-28T12:45:01.000
8,701000005,,Dungiven,Dungiven,Dún Geimhin,Dún Geimhin,,,E0701001,ITM,669288,909066,54.924501,-6.919088,BCT,CUS,OTH,N,,701,active,2019-10-18T00:00:00.000,2025-09-22T08:44:01.000
9,701000003,,Guild Hall,Guild Hall,Halla Guild,Halla Guild,,,E0701001,ITM,643562,916870,54.997517,-7.319195,BCT,CUS,OTH,N,,701,active,2019-10-18T00:00:00.000,2025-09-22T08:44:01.000
10,7010B158241,158241,Magee Campus,Magee Campus,Campas Mhig Aoidh,Campas Mhig Aoidh,,Boating Club Lane,E0701001,ITM,643342,917473,55.002956,-7.322545,BCT,CUS,OTH,N,,701,active,2015-05-01T00:00:00.000,2023-10-16T10:18:36.716
11,7010GA00002,,Magilligan Point,Magilligan Point,Aird Mhic Giollagáin,Ard Mhic Giollagáin,,,E0701004,ITM,665857,938686,55.19104,-6.96577,FER,,,,,701,active,2021-11-24T10:00:00.000,2025-01-09T16:21:55.001
12,701000007,13225,Derry Foyleside,Foyleside,Doire Thaobh an Fheabhail,Thaobh an Fheabhail,,,E0701001,ITM,643685,916491,54.9941011,-7.317331,BCT,CUS,OTH,N,,701,active,2023-01-18T00:00:00.000,2025-05-19T09:13:58.720
13,701000006,13224,Drumahoe Park and Ride,Drumahoe P&R,Drumahoe Park and Ride,Droim na hUamha P&T,,,E0701001,ITM,647478,914350,54.97452,-7.25841,BCT,CUS,OTH,N,,701,active,2023-01-18T00:00:00.000,2025-05-29T09:55:24.001
14,7010GA12754,,Ballycastle,Ballycastle,Baile an Chaistil,Baile an Chaistil,,,E0701001,ITM,711988,941492,55.20794,-6.24051,FER,,,,,701,active,2025-01-09T11:09:38.866,2025-01-09T11:09:38.866
15,7010GA12755,,Rathlin Island,Rathlin Island,Reachlainn,Reachlainn,,,E0701001,ITM,714630,950995,55.29267,-6.19516,FER,,,,,701,active,2025-01-09T11:36:48.642,2025-01-09T11:36:48.642
16,7020IR2162,,Belfast,,Béal Feirste,,,,E0702001,ITM,733131,873774,54.594684,-5.939831,RLY,,,,,702,active,1969-12-31T00:00:00.000,2024-11-05T12:52:40.119
17,7020IR0037,,Lisburn,,Lion a gCearrbhach,,,,E0702002,ITM,726577,864586,54.513863,-6.045132,RLY,,,,,702,active,1969-12-31T00:00:00.000,2022-02-28T10:35:35.218
18,7.02E+11,,Jury's Inn,Jury's Inn,Ostán Jurys,Ostán Jurys,,,E0702001,ITM,733452,873959,54.5962602,-5.934783,BCT,MKD,OTH,S,,702,active,2019-10-18T00:00:00.000,2021-06-25T17:29:27.000
19,7.02E+11,,Downpatrick,Downpatrick,Dún Pádraig,Dún Pádraig,,,E0702002,ITM,748321,844302,54.3258546,-5.7197307,BCT,CUS,OTH,N,,702,active,1969-12-31T00:00:00.000,2021-06-21T11:26:31.000
20,7.02E+11,,DNPTR,,,,,,E0702002,ITM,748321,844302,54.3258546,-5.7197307,BCT,CUS,OTH,N,,702,active,1969-12-31T00:00:00.000,2021-06-21T11:26:37.000
21,7.02E+11,,Europa Bus Centre,Europa Bus Centre,Ionad Busanna Europa,Ionad Busanna Europa,,Glengall Street,E0702001,ITM,733340,873770,54.5945926,-5.9366008,BCT,CUS,OTH,E,,702,active,2000-01-01T00:00:00.000,2021-06-17T17:31:45.000
22,7.02E+11,,Europa Bus Centre,Europa Bus Centre,Ionad Busanna Europa,Ionad Busanna Europa,,Glengall Street,E0702001,ITM,733343,873758,54.5944841,-5.9365599,BCT,CUS,OTH,E,,702,active,2000-01-01T00:00:00.000,2021-06-17T17:31:52.000
23,7.02E+11,,Europa Bus Centre,Europa Bus Centre,Ionad Busanna Europa,Ionad Busanna Europa,In,,E0702001,ITM,733360,873822,54.5950543,-5.9362679,BCT,CUS,OTH,W,,702,active,2000-01-01T00:00:00.000,2021-06-17T17:32:00.000
24,7020GA00001,,Strangford,Strangford,Baile Loch Cuan,Baile Loch Cuan,,,E0702001,ITM,758860,849739,54.37149,-5.55496,FER,,,,,702,active,2021-11-24T10:00:00.000,2026-03-11T11:19:15.001
25,7020GA00002,,Portaferry,Portaferry,Port an Pheire,Port an Pheire,,,E0702001,ITM,759145,850773,54.38069,-5.55003,FER,,,,,702,active,2021-11-24T10:00:00.000,2025-01-30T15:04:08.001
26,70200B156091,156091,Glengall Street,Glengall Street,Sráid Ghleann Gall,Sráid Ghleann Gall,,,E0702001,ITM,733300,873824,54.595088,-5.937195,BCT,CUS,OTH,N,,702,active,2013-11-27T00:00:00.000,2025-09-22T08:44:01.000
27,702000001,13226,Belfast International Airport,Belfast Airpt,Aerfort Idirnáisiúnta Bhéal Feirste,Aerft Bhéal Feirste,,,E0702001,ITM,714974,880823,54.6624429,-6.2178774,BCT,CUS,OTH,N,,702,active,2023-01-18T00:00:00.000,2025-05-19T09:16:33.266
28,7.03E+11,,Clough,Clough,An Chloch,An Chloch,,,E0703001,ITM,740769,840260,54.2916988,-5.8376444,BCT,MKD,OTH,N,,703,active,2000-01-01T00:00:00.000,2021-06-17T16:43:22.000
29,7.03E+11,,Clough,Clough,An Chloch,An Chloch,,,E0703001,ITM,740768,840283,54.2919056,-5.8376489,BCT,CUS,OTH,N,,703,active,2000-01-01T00:00:00.000,2021-06-17T16:43:28.000
30,7.03E+11,,Banbridge,Banbridge,Droichead na Banna,Droichead na Banna,,Newry Street,E0703001,ITM,712376,845574,54.3464551,-6.2715428,BCT,MKD,OTH,SW,,703,active,2000-01-01T00:00:00.000,2022-10-25T15:03:15.000
31,7040IR0090,,Lurgan,,An Lorgain,,,,E0704003,ITM,707705,858884,54.467011,-6.338528,RLY,,,,,704,active,1969-12-31T00:00:00.000,2022-02-28T10:36:28.296
32,7040IR0042,,Newry,,An tIúr,,,,E0704001,ITM,706876,827874,54.188659,-6.362413,RLY,,,,,704,active,1969-12-31T00:00:00.000,2023-02-16T17:06:50.467
33,7040IR0045,,Portadown,,Port an Dúnáin,,,,E0704002,ITM,700886,854051,54.424993,-6.445312,RLY,,,,,704,active,1969-12-31T00:00:00.000,2022-02-28T10:41:56.198
34,7.04E+11,,Hilltown,Hilltown,Baile Hill,Baile Hill,,,E0704001,ITM,720999,828919,54.194908,-6.1457153,BCT,MKD,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-21T09:22:42.000
35,7.04E+11,,Hilltown,Hilltown,Baile Hill,Baile Hill,,,E0704001,ITM,721017,828906,54.194787,-6.1454448,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-21T09:22:47.000
36,7.04E+11,,Rathfriland,Rathfriland,Ráth Fraoileann,Ráth Fraoileann,,,E0704001,ITM,720044,833531,54.2365525,-6.1584997,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-23T09:46:40.000
37,7040B158011,158011,Lonsdale Road Bus Station,,Lonsdale Road,,,,E0704004,ITM,687479,845693,54.3524,-6.654316,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
38,7.04E+11,,Lonsdale Road Bus Station,,,,,,E0704004,ITM,687480,845687,54.352346,-6.6543019,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-21T09:24:40.000
39,7040B558051,,Portadown,Portadown,Port an Dúnáin,Port an Dúnáin ,,,E0704002,ITM,700877,853695,54.421801,-6.445579,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
40,7040B558021,,Portadown,Portadown,Port an Dúnáin,Port an Dúnáin,,,E0704002,ITM,701018,853813,54.422833,-6.443367,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
41,7040B558041,,Lurgan,Lurgan,An Lorgain,An Lorgain,,,E0704003,ITM,703726,858818,54.467242,-6.399904,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
42,7.04E+11,,Castlewellan,Castlewellan,Caisleán Uidhilín,Caisleán Uidhilín,,,E0704001,ITM,733932,836207,54.2571405,-5.9444037,BCT,MKD,OTH,N,,704,active,2000-01-01T00:00:00.000,2021-06-17T16:29:09.000
43,7.04E+11,,Castlewellan,Castlewellan,Caisleán Uidhilín,Caisleán Uidhilín,,,E0704001,ITM,733933,836190,54.2569876,-5.944396,BCT,MKD,OTH,N,,704,active,2000-01-01T00:00:00.000,2021-06-17T16:29:17.000
44,7.04E+11,,Dundrum,Dundrum,Dún Droma,Dún Droma,,,E0704001,ITM,740446,836456,54.2576309,-5.8443863,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-17T16:35:32.000
45,7.04E+11,,Dundrum,Dundrum,Dún Droma,Dún Droma,,,E0704001,ITM,740460,836451,54.2575822,-5.8441739,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-17T16:35:40.000
46,7040B139781,139781,Meigh Cross,Meigh Cross,Crosaire na Maí,Crosaire na Maí,,Dublin Road,E0704001,ITM,707409,819782,54.115863,-6.357129,BCT,CUS,OTH,N,,704,active,2015-05-01T00:00:00.000,2025-09-22T08:44:01.000
47,7040B139771,139771,Killeen Bridge,Killeen Br,Droichead an Cillín,Dr an Cillín,,,E0704001,ITM,708066,821485,54.131023,-6.346479,BCT,CUS,OTH,N,,704,active,2015-05-01T00:00:00.000,2024-12-09T10:52:40.000
48,7040B139491,139491,Buttercrane Shopping Centre,Buttercrane SC,Ionad Siopadóireachta Chraein an Ime,IS Chraein an Ime,,,E0704001,ITM,708315,826150,54.172871,-6.340996,BCT,CUS,OTH,N,,704,active,2015-05-01T00:00:00.000,2025-09-22T08:44:01.000
49,7040B139501,139501,Newry,Newry,An tIúr,An tIúr,,Buttercrane Quay,E0704001,ITM,708353,826079,54.172227,-6.340441,BCT,CUS,OTH,N,,704,active,2015-05-01T00:00:00.000,2025-09-22T08:44:01.000
50,7040B139481,139481,Newry,Newry,An tIúr,An tIúr,,,E0704001,ITM,708451,825639,54.168253,-6.339098,BCT,CUS,OTH,N,,704,active,2015-05-01T00:00:00.000,2025-09-22T08:44:01.000
51,7040B107131,107131,Cullaville,Cullaville,Baile Mhic Cullach,Baile Mhic Cullach,,,E0704001,ITM,688801,813396,54.0620448,-6.6435252,BCT,MKD,OTH,N,,704,active,2015-05-11T00:00:00.000,2021-06-21T11:38:05.000
52,7.04E+11,,Mayobridge,Mayobridge,Droichead Mhaigh Eo,Droichead Mhaigh Eo,,,E0704001,ITM,715453,827177,54.1805403,-6.2313289,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-21T09:18:57.000
53,7.04E+11,,Mayobridge,Mayobridge,Droichead Mhaigh Eo,Droichead Mhaigh Eo,,,E0704001,ITM,715469,827171,54.1804828,-6.2310862,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-21T09:18:50.000
54,7.04E+11,,Newcastle,Newcastle,An Caisleán Nua,An Caisleán Nua,,,E0704001,ITM,737730,831631,54.2150428,-5.8882548,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-21T09:18:03.000
55,7.04E+11,,Newcastle,Newcastle,An Caisleán Nua,An Caisleán Nua,,,E0704001,ITM,737730,831631,54.2150428,-5.8882548,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-21T09:18:10.000
56,7.04E+11,,Kilcoo,Kilcoo,Cill Chua,Cill Chua,,,E0704001,ITM,728394,833176,54.2313402,-6.0306418,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-21T09:13:13.000
57,7.04E+11,,Kilcoo,Kilcoo,Cill Chua,Cill Chua,,,E0704001,ITM,728389,833186,54.2314312,-6.0307141,BCT,CUS,OTH,N,,704,active,1969-12-31T00:00:00.000,2021-06-21T09:13:19.000
58,7040B156051,156051,Newry,Newry,An tIúr,An tIúr,,,E0704001,ITM,708407,826501,54.176002,-6.339467,BCT,CUS,OTH,SW,,704,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
59,7040B150611,150611,Southern Regional College,Regional College,Coláiste Réigiúnach an Deiscirt,Coláiste Réigiúnach,,Patrick Street,E0704001,ITM,708021,826546,54.176486,-6.34535,BCT,MKD,OTH,W,,704,active,2000-01-01T00:00:00.000,2026-01-29T14:04:09.000
60,7040B156061,156061,Newry Bus Station,Newry Bus Station,Stáisiún Bus An tIúr,Stáisiún Bus An tIúr,,Merchants Quay  ,E0704001,ITM,708365,826388,54.174999,-6.340145,BCT,CUS,OTH,N,,704,active,2021-08-30T00:00:00.000,2025-09-22T08:44:01.000
61,7040GA00004,,Greencastle,Greencastle,Caisleán na hOireanaí,Cais na hOireanaí,,,E0704001,ITM,724524,811565,54.03821,-6.09887,FER,,,,,704,active,2021-11-24T10:00:00.000,2026-03-11T11:19:15.001
62,7040B139761,139761,Killeen Bridge,Killeen Br,Droichead an Cillín,Dr an Cillín,,,E0704001,ITM,708092,821484,54.131009,-6.346082,BCT,CUS,OTH,N,,704,active,2015-05-01T00:00:00.000,2024-12-09T10:52:40.000
63,7040B139511,139511,Newry (Opp Quay Shopping Centre),Newry,An tIár,An tIár,,Albert Basin,E0704004,ITM,708455,825688,54.168692,-6.339019,BCT,CUS,OTH,N,,704,active,2023-03-29T13:54:24.001,2025-09-22T08:44:01.000
64,7040B139791,139791,Meigh Cross (Service Station),Meigh Cross,Crosaire na Mai,Crosaire na Mai,,Dublin Road,E0704004,ITM,707399,819785,54.115892,-6.357279,BCT,CUS,OTH,N,,704,active,2023-03-29T15:17:13.000,2025-09-22T08:44:01.000
65,7040LL14972,14972,Crossmaglen,Crossmaglen,Crois Mhic Lionnáin,Crois Mhic Lionnáin,,,E0704001,ITM,691146,815129,54.0772,-6.6072,BCT,MKD,OTH,NW,,704,active,2025-12-10T14:24:51.222,2025-12-10T14:24:51.222
66,7040LL14973,14973,Cullaville,Cullaville,Baile Mhic Cullach,Baile Mhic Cullach,,,E0704001,ITM,688798,813440,54.06244,-6.64356,BCT,MKD,OTH,NE,,704,active,2025-12-10T14:26:56.511,2025-12-10T14:26:56.511
67,7040LL14974,14974,Cullaville,Cullaville,Baile Mhic Cullach,Baile Mhic Cullach,,Cullaville Road,E0704001,ITM,688839,813500,54.06297,-6.64291,BCT,CUS,OTH,SW,,704,active,2025-12-10T14:28:00.991,2025-12-10T14:28:00.991
68,7050B108081,108081,Enniskillen,Enniskillen,Inis Ceithleann,Inis Ceithleann,In,Friths Pass,E0705002,ITM,623403,843949,54.343694,-7.640079,BCT,CUS,OTH,NE,,705,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
69,7050B1409001,140901,Bellanaleck,Bellanaleck,Bealach na Leice,Bealach na Leice,,,E0705002,ITM,623565,838531,54.2950047,-7.6380151,BCT,CUS,OTH,N,,705,active,2000-01-01T00:00:00.000,2017-03-14T15:36:45.000
70,7050B631071,631071,Loughview Drive,Loughview Drive,Loughview Drive,Loughview Drive,,Pearse Road,E0705002,ITM,608455,838742,54.297374,-7.870114,BCT,CUS,OTH,S,851G000022,705,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
71,7050B1415501,141551,Bellanaleck,Bellanaleck,Bealach na Leice,Bealach na Leice,,,E0705002,ITM,623577,838537,54.2950581,-7.6378303,BCT,CUS,OTH,N,,705,active,2000-01-01T00:00:00.000,2017-03-14T15:36:45.000
72,7050B141561,141561,Derrylin,Derrylin,Doire Loinn,Doire Loinn,,Main Street,E0705001,ITM,628341,827058,54.191678,-7.565736,BCT,CUS,OTH,N,,705,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
73,7050B140871,140871,Derrylin,Derrylin,Doire Loinn,Doire Loinn,,Main Street,E0705001,ITM,628328,827058,54.191672,-7.565929,BCT,CUS,OTH,N,,705,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
74,7050B630101,630101,Letterbreen,Letterbreen,Leitir Bhruín,Leitir Bhruín,,,E0705002,ITM,617430,840116,54.309493,-7.732162,BCT,CUS,OTH,N,,705,active,2016-03-29T00:00:00.000,2025-09-22T08:44:01.000
75,7050B630091,630091,Letterbreen,Letterbreen,Leitir Bhruín,Leitir Bhruín,,,E0705002,ITM,617396,840093,54.309287,-7.732686,BCT,CUS,OTH,N,,705,active,2016-03-29T00:00:00.000,2025-09-22T08:44:01.000
76,7.05E+11,,Lisnarick,Lisnarick,,,,,E0705002,ITM,619373,858495,54.4745621,-7.7011073,BCT,MKD,OTH,N,,705,active,2013-10-24T00:00:00.000,2021-06-17T16:10:34.000
77,7.05E+11,,Lisnarick,,,,,,E0705002,ITM,619366,858500,54.4746073,-7.701215,BCT,CUS,OTH,N,,705,active,2013-10-24T00:00:00.000,2021-06-17T16:10:27.000
78,7.05E+11,,Shore Road Car Park,,,,,,E0705002,ITM,623536,843926,54.3434817,-7.6380353,BCT,CUS,OTH,N,,705,active,2013-10-24T00:00:00.000,2021-06-17T16:11:35.000
79,7.05E+11,,Shore Road Car Park,,,,,,E0705002,ITM,623536,843934,54.3435535,-7.6380347,BCT,CUS,OTH,N,,705,active,2013-10-24T00:00:00.000,2021-06-17T16:11:27.000
80,7.05E+11,,Derrylin,Derrylin,Doire Loinn,Doire Loinn,,,E0705001,ITM,627672,827980,54.1999948,-7.5759023,BCT,CUS,OTH,N,,705,active,2013-10-24T00:00:00.000,2021-06-17T16:15:28.000
81,7.05E+11,,Derrylin,Derrylin,Doire Loinn,Doire Loinn,,,E0705001,ITM,627663,827973,54.1999324,-7.5760409,BCT,CUS,OTH,N,,705,active,2013-10-24T00:00:00.000,2021-06-17T16:15:35.000
82,7050B141541,141541,Belleek,Belleek,Béal Leice,Béal Leice,,,E0705003,ITM,593875,858637,54.476171,-8.094502,BCT,CUS,OTH,N,,705,active,2000-01-01T00:00:00.000,2025-09-22T08:44:01.000
83,7050B600271,600271,Lisnarick,Lisnarick,Lisnarick,Lisnarick,,,E0705002,ITM,619509,858715,54.476534,-7.698995,BCT,CUS,OTH,N,,705,active,2015-05-01T00:00:00.000,2025-09-22T08:44:01.000
84,7050B600281,600281,Lisnarick,Lisnarick,Lisnarick,Lisnarick,,,E0705002,ITM,619509,858702,54.476417,-7.698995,BCT,CUS,OTH,N,,705,active,2016-04-11T00:00:00.000,2025-09-22T08:44:01.000
85,7050B6310001,631001,Belcoo,Belcoo,Béal Cú,Béal Cú,,Sligo Road,E0705002,ITM,608469,838729,54.297258,-7.869896,BCT,CUS,OTH,NE,,705,active,2000-01-01T00:00:00.000,2025-09-22T08:44:01.000
86,7050B600291,600291,Kesh,Kesh,An Cheis,An Cheis,,,E0705002,ITM,617953,863835,54.522595,-7.722691,BCT,CUS,OTH,N,,705,active,2013-10-24T00:00:00.000,2025-09-22T08:44:01.000
87,7050B600311,,Kesh,Kesh,An Cheis,An Cheis,,,E0705002,ITM,617967,863828,54.522531,-7.722475,BCT,CUS,OTH,N,,705,active,2013-10-24T00:00:00.000,2025-09-22T08:44:01.000
88,7060000001,,Omagh,Omagh,An Ómaigh,An Ómaigh,,,E0706002,ITM,643714,873816,54.610702,-7.323314,BCT,CUS,OTH,N,,706,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
89,7060000002,13812,Strabane,Strabane,An Srath Bán,An Srath Bán,,,E0706006,ITM,634073,898307,54.831483,-7.469682,BCT,CUS,OTH,N,,706,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
90,7060B157111,157111,Newtownstewart,Newtownstewart,An Baile Nua,An Baile Nua,,,E0706004,ITM,640395,886161,54.721891,-7.372982,BCT,CUS,OTH,N,,706,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
91,7060B1581401,158141,Sion Mills,Sion Mills,Muileann an tSiáin,Muileann an tSiáin,,,E0706005,ITM,633940,893219,54.785779,-7.472348,BCT,CUS,OTH,N,,706,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
92,7060B152481,152481,Sion Mills,Sion Mills,Muileann an tSiáin,Muileann an tSiáin,,,E0706005,ITM,633987,893056,54.784312,-7.471637,BCT,CUS,OTH,N,,706,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
93,7060B1581001,158101,Newtownstewart,Newtownstewart,An Baile Nua,An Baile Nua,,,E0706004,ITM,640393,886148,54.721774,-7.373015,BCT,CUS,OTH,N,,706,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
94,7.06E+11,,Dungannon,Dungannon,Dún Geanainn,Dún Geanainn,,,E0706001,ITM,679402,862088,54.5010016,-6.774142,BCT,MKD,OTH,N,,706,active,2000-01-01T00:00:00.000,2021-06-21T09:09:54.000
95,7.06E+11,,Dungannon,Dungannon,Dún Geanainn,Dún Geanainn,,,E0706001,ITM,679402,862088,54.5010016,-6.774142,BCT,CUS,OTH,N,,706,active,2000-01-01T00:00:00.000,2021-06-21T09:10:03.000
96,7.06E+11,,Ballygawley,Ballygawley,Baile Uí Dhálaigh,Baile Uí Dhálaigh,,Tullybryan Road,E0706001,ITM,662646,856857,54.456349,-7.033901,BCT,CUS,OTH,N,,706,active,2000-01-01T00:00:00.000,2023-04-27T16:10:17.130
97,706000006,,Toome,Toome,Tuaim,Tuaim,,,E0706001,ITM,699056,891331,54.7601994,-6.4609326,BCT,CUS,OTH,N,,706,active,2020-12-02T00:00:00.000,2021-06-28T12:35:48.000
98,7060B156031,156031,Ballygawley,Ballygawley,Baile Uí Dhálaigh,Baile Uí Dhálaigh,,Tullybryan Road,E0706001,ITM,662646,856857,54.456349,-7.033901,BCT,CUS,OTH,N,,706,active,2000-01-01T00:00:00.000,2023-04-28T14:56:51.500
99,7060B158181,158181,Canal Street,Canal Street,Sráid na Canálach,Sráid na Canálach,,,E0706006,ITM,634455,897894,54.8277461,-7.4637864,BCT,MKD,OTH,N,,706,active,2000-01-01T00:00:00.000,2022-01-04T15:18:01.000
100,7060B158031,158031,Ulsterbus Depot,Ulsterbus Depot,Busáras Ulsterbus,Busáras Ulsterbus,,,E0706002,ITM,645117,872788,54.601343,-7.30175,BCT,CUS,OTH,N,,706,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
101,7060B158121,158121,Bradley Way,Bradley Way,Bealach Bradley,Bealach Bradley,,,E0706006,ITM,634051,897753,54.826507,-7.47009,BCT,CUS,OTH,N,,706,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
102,706000002,14066,Straughroy,Straughroy,An Srath Crua,An Srath Crua,,,E0706002,ITM,643602,874079,54.613074,-7.325008,BCT,CUS,OTH,N,,706,active,2022-09-19T00:00:00.000,2025-09-22T08:44:01.000
103,706000003,14065,Straughroy,Straughroy,An Srath Crua,An Srath Crua,,,E0706002,ITM,643593,874074,54.61303,-7.325148,BCT,CUS,OTH,N,,706,active,2022-09-19T00:00:00.000,2025-09-22T08:44:01.000
104,7060PB14744,14744,Ballygawley,Ballygawley,Baile Uí Dhálaigh,Baile Uí Dhálaigh,,Omagh Road,E0706001,ITM,662700,857169,54.45915,-7.03299,BCT,CUS,OTH,SE,,706,active,2025-08-27T11:00:57.328,2025-08-27T11:00:57.328
105,7060PB14745,14745,Ballygawley,Ballygawley,Baile Uí Dhálaigh,Baile Uí Dhálaigh,,Omagh Road,E0706001,ITM,662699,857160,54.45907,-7.03302,BCT,CUS,OTH,SE,,706,active,2025-08-27T11:01:41.357,2025-08-27T11:01:41.357
106,7060PB14746,14746,Aughnacloy,Aughnacloy,Achadh na Cloiche,Achadh na Cloiche,,Moore Street,E0706001,ITM,666426,852318,54.41509,-6.97663,BCT,CUS,OTH,SE,,706,active,2025-08-27T11:02:40.123,2025-08-27T11:02:40.123
107,7060PB14759,14759,Strabane,Strabane,An Srath Bán,An Srath Bán,,,E0706006,ITM,634087,898297,54.83139,-7.46946,BCT,CUS,OTH,S,,706,active,2025-08-27T11:07:42.623,2025-08-27T11:07:42.623
108,8210B5981201,598121,SETU Carlow,SETU Carlow,OTO Ceatharlach,OTO Ceatharlach,Near,Kilkenny Road,E0821025,ITM,671692,675986,52.830054,-6.936121,BCT,MKD,OTH,NE,821G000002,821,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
109,8210B136211,136211,Rathvilly,Rathvilly,Ráth Bhile,Ráth Bhile,,,E0821012,ITM,687800,681871,52.8805507,-6.6955619,BCT,CUS,OTH,NE,821G000007,821,active,1969-12-31T00:00:00.000,2021-03-01T16:43:46.000
110,821000011,,Barrack Street,Barrack Street,,,,,E0821025,ITM,672404,676590,52.835387,-6.925423,BCT,CUS,OTH,SW,821G000009,821,active,1969-12-31T00:00:00.000,2026-03-11T11:19:15.001
111,8210B3355702,335572,Carlow Bus Station,Carlow Bus Stn,Ceatharlach Stáisiún Bus,Ceatharlach Stn Bus,,,E0821025,ITM,672303,676404,52.833729,-6.926963,BCT,MKD,OTH,SW,821G000010,821,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
112,8210B3355701,335571,Carlow Bus Station,Carlow Bus Stn,Ceatharlach Stáisiún Bus,Ceatharlach Stn Bus,,,E0821025,ITM,672304,676405,52.833738,-6.926948,BCT,MKD,OTH,SW,821G000010,821,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
113,8210PB000017,11721,Carlow Bus Station,Carlow Bus Stn,Ceatharlach Stáisiún Bus,Ceatharlach Stn Bus,In,,E0821025,ITM,672310,676393,52.833629,-6.926862,BCT,MKD,OTH,NW,821G000010,821,active,2000-01-01T00:00:00.000,2025-09-22T08:40:04.000
