,AtcoCode,PlateCode,CommonName,ShortCommonName,CommonNameGA,ShortCommonNameGA,Indicator,Street,NptgLocalityRef,GridType,Easting,Northing,Latitude,Longitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,Status,CreationDateTime,ModificationDateTime
10394,8360B336621,336621,Montpelier,Montpelier,Montpelier,Montpelier,,,E0836023,ITM,566476,666691,52.7502409,-8.4965663,BCT,CUS,OTH,S,841G000193,836,active,2015-01-23T00:00:00.000,2022-01-13T09:58:10.000
10395,8360B336741,336741,Montpelier,Montpelier,Montpelier,Montpelier,,,E0836023,ITM,566464,666694,52.7502671,-8.4967444,BCT,CUS,OTH,NW,,836,active,2015-05-01T00:00:00.000,2022-01-13T15:56:17.000
10396,8360B109931,,The Square,The Square,An Chearnóg,An Chearnóg,,,E0836006,ITM,488731,660014,52.679846,-9.645549,BCT,CUS,OTH,N,,836,active,2022-01-27T00:00:00.000,2025-09-22T08:44:01.000
10397,8360B10993,10993,Kilkee,Kilkee,Cill Chaoi,Cill Chaoi,,,E0836006,ITM,488731,660014,52.679846,-9.645549,BCT,MKD,OTH,N,,836,active,2022-01-27T00:00:00.000,2026-03-11T11:19:15.001
10398,836000004,12173,Knockerra,Knockerra,Cnoc Dhoire,Cnoc Dhoire,,,E0361509,ITM,505432,656974,52.655702,-9.397774,BCT,CUS,OTH,N,,836,active,2021-03-01T00:00:00.000,2024-09-12T14:23:09.967
10399,836000008,12170,Killimer,Killimer,Cill Íomaí,Cill Íomaí,,,E0361401,ITM,506425,652681,52.6173,-9.38189,BCT,CUS,OTH,N,,836,active,2023-04-03T11:53:40.000,2025-09-22T08:44:01.000
10400,836000009,12176,Ballynacally,Ballynacally,Baile na Caillí,Baile na Caillí,,,E0836061,ITM,527916,663636,52.71902,-9.06698,BCT,CUS,OTH,N,,836,active,2023-04-03T12:02:21.000,2025-09-22T08:44:01.000
10401,836000005,12174,Gort Road Business Park,Gort Rd B Pk,Páirc Ghnó Bhóthar an Ghoirt,Prc G Br an Ghoirt,,Gort Road Industrial Estate,E0361246,ITM,533834,679320,52.86072,-8.98256,BCT,CUS,OTH,N,,836,active,2023-04-03T12:09:47.000,2025-09-22T08:44:01.000
10402,836000006,12175,Woodhaven,Woodhaven,Cuan na Coille,Cuan na Coille,,,E0836013,ITM,532889,676013,52.83089,-8.99592,BCT,CUS,OTH,N,,836,active,2023-04-03T12:13:33.000,2025-09-22T08:44:01.000
10403,836000010,12305,Woodhaven,Woodhaven,Cuan na Coille,Cuan na Coille,,Kilrush Road,E0361437,ITM,532952,676075,52.83145,-8.995,BCT,CUS,OTH,SW,,836,active,2023-04-03T12:17:30.000,2025-09-22T08:44:01.000
10404,836000012,12171,Lisheen,Lisheen,An Lisín,An Lisín,,,E0361646,ITM,529570,667641,52.75523,-9.04336,BCT,CUS,OTH,N,,836,active,2023-04-03T12:33:15.000,2025-09-22T08:44:01.000
10405,836000011,12178,Drumquin,Drumquin,Drom Chaoin,Drom Chaoin,,,E0836862,ITM,530841,668980,52.76743,-9.02481,BCT,CUS,OTH,N,,836,active,2023-04-03T16:19:30.000,2025-09-22T08:44:01.000
10406,836000007,12169,Killimer,Killimer,Cill Íomaí,Cill Íomaí,,,E0361401,ITM,506469,652675,52.61725,-9.381241,BCT,CUS,OTH,N,,836,active,2023-04-03T17:07:20.000,2025-09-22T08:44:01.000
10407,8360LL10530,,Tesco Kilrush,Tesco Kilrush,,,,,E0836013,ITM,500002,655638,52.642727,-9.477594,BCT,CUS,OTH,N,,836,active,2023-05-31T09:40:02.000,2025-09-22T08:44:01.000
10408,836000013,12451,Broadford,Broadford,Áth Leathan,Áth Leathan,,,E0836053,ITM,557299,672711,52.803701,-8.633278,BCT,CUS,OTH,N,,836,active,2023-09-05T14:17:10.000,2024-10-24T16:18:25.000
10409,836000014,12452,Saint Patrick's Church,St Patrick's Church,Eaglais Phádraig,Eaglais Phádraig,,,E0361832,ITM,554800,676831,52.840522,-8.670903,BCT,CUS,OTH,N,,836,active,2023-09-05T14:19:58.001,2024-10-24T16:18:25.000
10410,836000015,12453,Hillcrest Grove,Hillcrest Grove,Garrán Mhullach an Chnoic,Garrán M an Chnoic,,,E0836007,ITM,549201,672768,52.803507,-8.753373,BCT,CUS,OTH,N,,836,active,2023-09-05T14:23:47.000,2026-05-01T10:11:57.894
10411,836000016,12454,Quin,Quin,Cuinche,Cuinche,,,E0836026,ITM,541645,674502,52.818326,-8.865719,BCT,CUS,OTH,N,,836,active,2023-09-05T14:26:22.000,2025-10-24T14:35:44.874
10412,836000017,12455,Saint Joseph's GAA,Saint Joseph's GAA,CLG Naomh Seosamh,CLG Naomh Seosamh,,,E0361017,ITM,538905,677045,52.84088,-8.906849,BCT,CUS,OTH,N,,836,active,2023-09-05T14:30:04.000,2026-03-11T11:19:15.001
10413,836000018,12456,Bunnow,Bunnow,Bun Abha,Bun Abha,,Quin Road,E0836003,ITM,535114,676846,52.838645,-8.963072,BCT,CUS,OTH,N,,836,active,2023-09-05T14:33:29.001,2024-10-24T16:18:25.000
10414,836000019,12318,Clare Marts,Clare Marts,Marglanna an Chláir,Marglanna an Chláir,,Quin Road,E0836003,ITM,534426,676951,52.839502,-8.973298,BCT,CUS,OTH,N,,836,active,2023-09-05T14:36:36.000,2024-10-03T16:04:24.001
10415,836000020,12457,Bunnow,Bunnow,Bun Abha,Bun Abha,,Quin Road,E0836003,ITM,535043,676850,52.838673,-8.964116,BCT,CUS,OTH,N,,836,active,2023-09-05T14:38:36.000,2024-10-24T16:18:25.000
10416,836000021,12458,Quin,Quin,Cuinche,Cuinche,,,E0836003,ITM,541642,674507,52.818373,-8.865774,BCT,CUS,OTH,N,,836,active,2023-09-05T14:41:10.000,2025-10-24T14:30:31.465
10417,836000022,12459,Hillcrest Grove,Hillcrest Grove,Garrán Mhullach an Chnoic,Garrán M an Chnoic,,,E0836007,ITM,549207,672790,52.803708,-8.753285,BCT,CUS,OTH,N,,836,active,2023-09-05T14:43:57.000,2026-05-01T10:03:37.197
10418,836000023,12460,Saint Patrick's Church,St Patrick's Church,Eaglais Phádraig,Eaglais Phádraig,,,E0361832,ITM,554802,676835,52.840559,-8.670878,BCT,CUS,OTH,N,,836,active,2023-09-05T14:46:43.001,2024-10-24T16:18:25.000
10419,836000024,12461,Broadford,Broadford,Áth Leathan,Áth Leathan,,,E0836053,ITM,557314,672692,52.803528,-8.633053,BCT,CUS,OTH,N,,836,active,2023-09-05T14:49:59.001,2024-10-24T16:18:25.000
10420,8360B604221,604221,Manusmore,Manusmore,Maighnis Mór,Maighnis Mór,,,E0361714,ITM,537689,672298,52.798082,-8.923993,BCT,MKD,OTH,N,,836,active,2023-09-11T15:56:25.000,2026-01-09T12:01:35.045
10421,8360B604231,604231,Manusmore,Manusmore,Maighnis Mór,Maighnis Mór,,,E0361714,ITM,537688,672273,52.797853,-8.92399,BCT,MKD,OTH,N,,836,active,2023-09-11T16:00:26.001,2026-01-09T12:04:26.879
10422,836000025,,Lakyle School,Lakyle Sch,Scoil na Leathchoille,Scl na Leathchoille,,,E0473321,ITM,575662,689236,52.953351,-8.362189,BCT,CUS,OTH,N,,836,active,2023-09-14T10:18:20.000,2024-12-11T09:44:43.001
10423,836000026,11801,Whitegate,Whitegate,An Geata Bán,An Geata Bán,,Main Street,E0836045,ITM,574941,688917,52.950457,-8.372895,BCT,CUS,OTH,N,,836,active,2023-09-14T10:24:37.890,2024-05-16T09:45:37.571
10424,836000027,,Lakyle School,Lakyle Sch,Scoil na Leathchoille,Scl na Leathchoille,,,E0836045,ITM,575658,689243,52.953416,-8.362251,BCT,CUS,OTH,N,,836,active,2023-09-14T10:28:58.001,2024-12-11T09:44:43.001
10425,836000028,11802,Cappaduff,Cappaduff,An Cheapach Dhubh,An Cheapach Dhubh,,,E0836020,ITM,570353,686935,52.932408,-8.440977,BCT,CUS,OTH,N,,836,active,2023-09-14T10:36:44.349,2024-05-16T09:46:54.852
10426,836000029,11820,Cappaduff,Cappaduff,An Cheapach Dhubh,An Cheapach Dhubh,,,E0836020,ITM,570343,686939,52.9324474,-8.4411301,BCT,CUS,OTH,N,,836,active,2023-09-14T10:41:07.983,2024-05-16T10:41:11.564
10427,836000030,11803,Scariff,Scariff,An Scairbh,An Scairbh,,Market Square,E0836028,ITM,564271,684587,52.910933,-8.531182,BCT,CUS,OTH,N,,836,active,2023-09-14T10:47:17.001,2024-11-07T10:40:10.001
10428,836000031,11804,Drewsborough,Drewsborough,Baile Driú,Baile Driú,,,E0836044,ITM,563724,683633,52.902325,-8.53921,BCT,CUS,OTH,N,,836,active,2023-09-14T10:51:51.726,2024-05-16T09:50:19.251
10429,836000032,11805,Tuamgraney,Tuamgraney,Tuaim Gréine,Tuaim Gréine,,,E0836044,ITM,563627,683297,52.899304,-8.54061,BCT,CUS,OTH,N,,836,active,2023-09-14T10:54:07.001,2024-10-10T13:01:03.000
10430,836000033,11819,Tuamgraney,Tuamgraney,Tuaim Gréine,Tuaim Gréine,,,E0836044,ITM,563614,683269,52.8990447,-8.5407981,BCT,CUS,OTH,N,,836,active,2023-09-14T10:58:43.285,2024-05-16T10:40:04.964
10431,836000034,,Lismeehan,Lismeehan,Lios Mhiacháin,Lios Mhiacháin,,,E0361832,ITM,552658,680671,52.87485,-8.703254,BCT,CUS,OTH,N,,836,active,2023-09-14T11:11:19.000,2025-09-22T08:44:01.000
10432,836000035,11806,Tulla,Tulla,An Tulach,An Tulach,,,E0836030,ITM,549090,679852,52.867162,-8.756115,BCT,CUS,OTH,N,,836,active,2023-09-14T11:17:59.466,2024-05-16T09:54:17.726
10433,836000036,11807,Tulla West,Tulla West,An Tulach Thiar,An Tulach Thiar,,,E0836030,ITM,548752,679553,52.864445,-8.761096,BCT,CUS,OTH,N,,836,active,2023-09-14T11:25:47.000,2025-09-22T08:44:01.000
10434,836000037,11818,Tulla West,Tulla West,An Tulach Thiar,An Tulach Thiar,,,E0836030,ITM,548743,679555,52.864462,-8.761229,BCT,CUS,OTH,N,,836,active,2023-09-14T11:31:12.339,2024-05-16T10:38:56.493
10435,836000038,11808,Gort na mBláth,Gort na mBláth,Gort na mBláth,Gort na mBláth,,Tulla Road,E0836003,ITM,536464,678974,52.857928,-8.943449,BCT,CUS,OTH,N,,836,active,2023-09-14T12:02:33.000,2026-03-11T11:19:15.001
10436,836000039,11817,Gort na mBláth,Gort na mBláth,Gort na mBláth,Gort na mBláth,,Tulla Road,E0836003,ITM,536458,678980,52.857985,-8.943539,BCT,CUS,OTH,N,,836,active,2023-09-14T12:07:07.000,2026-03-11T11:19:15.001
10437,836000040,11809,Rosslevan,Rosslevan,Ros Laobháin,Ros Laobháin,,Tulla Road,E0836003,ITM,536001,678864,52.856881,-8.950303,BCT,CUS,OTH,N,,836,active,2023-09-14T12:14:25.000,2026-03-11T11:19:15.001
10438,836000041,11810,An Seandún,An Seandún,An Seandún,An Seandún,,Tulla Road,E0836003,ITM,535546,678767,52.855957,-8.95703,BCT,CUS,OTH,N,,836,active,2023-09-14T12:16:55.001,2025-09-03T12:37:42.905
10439,836000042,11815,Newpark,Newpark,An Pháirc Nua,An Pháirc Nua,,Tulla Road,E0836003,ITM,535295,678768,52.855938,-8.96076,BCT,CUS,OTH,N,,836,active,2023-09-14T12:19:52.000,2024-12-11T09:44:43.001
10440,836000044,11816,Roslevan,Roslevan,Ros Laobháin,Ros Laobháin,,Tulla Road,E0836003,ITM,536191,678916,52.857373,-8.947487,BCT,CUS,OTH,N,,836,active,2023-09-14T12:28:52.000,2024-12-11T09:44:43.001
10441,836000047,11811,Cappahard,Cappahard,An Cheapach Ard,An Cheapach Ard,,,E0836003,ITM,535075,678768,52.855908,-8.964029,BCT,CUS,OTH,N,,836,active,2023-09-14T12:43:21.134,2024-05-16T10:08:25.494
10442,836000048,11812,Knockanoura,Knockanoura,Cnoc an Amhra,Cnoc an Amhra,,,E0836003,ITM,534725,678632,52.854644,-8.969201,BCT,CUS,OTH,N,,836,active,2023-09-14T12:47:17.634,2024-05-16T10:10:21.716
10443,836000049,11814,Cappahard,Cappahard,An Cheapach Ard,An Cheapach Ard,,Knockaderry Grove,E0836003,ITM,534972,678773,52.855947,-8.965564,BCT,CUS,OTH,N,,836,active,2023-09-14T12:56:30.614,2024-05-16T10:17:53.263
10444,836000050,12544,Knockanoura ,Knockanoura ,Cnoc an Amhra,Cnoc an Amhra,,,E0836003,ITM,534858,678728,52.855524,-8.967248,BCT,CUS,OTH,N,,836,active,2023-09-14T13:15:32.000,2024-11-07T10:40:10.001
10445,836000051,11886,Flagmount,Flagmount,Leacain an Éadain,Leacain an Éadain,,,E0836043,ITM,556548,693168,52.987482,-8.647151,BCT,CUS,OTH,N,,836,active,2023-10-02T12:40:24.646,2024-06-25T09:31:20.116
10446,836000052,11887,Feakle,Feakle,An Fhiacail,An Fhiacail,,,E0836004,ITM,556526,686397,52.926632,-8.646561,BCT,CUS,OTH,N,,836,active,2023-10-02T12:43:05.560,2024-06-25T09:30:31.085
10447,836000053,11888,Digital Hub,Digital Hub,Mol Digiteach,Mol Digiteach,,,E0836004,ITM,556680,686254,52.925359,-8.644248,BCT,CUS,OTH,N,,836,active,2023-10-02T12:45:27.144,2024-06-25T09:29:49.702
10448,836000054,14387,Digital Hub,Digital Hub,Mol Digiteach,Mol Digiteach,,,E0836004,ITM,556694,686280,52.925598,-8.644043,BCT,CUS,OTH,N,,836,active,2023-10-02T12:47:23.693,2025-07-23T15:57:30.605
10449,836000055,11889,Feakle,Feakle,An Fhiacail,An Fhiacail,,,E0836004,ITM,556489,686355,52.92625,-8.647113,BCT,CUS,OTH,N,,836,active,2023-10-02T12:49:37.928,2024-06-25T09:29:02.702
10450,836000056,11813,Knockanoura,Knockanoura,Cnoc an Amhra,Cnoc an Amhra,,Tulla Road,E0836003,ITM,534827,678719,52.855444,-8.967705,BCT,CUS,OTH,N,,836,active,2023-10-02T12:53:31.000,2024-10-10T13:01:03.000
10451,8360LL11918,11918,Burren Castle Hotel,Burren Castle Hotel,Óstán Burren Castle,Óstán Burren Castle,,,E0361467,ITM,511724,697276,53.0188875,-9.3157006,BCT,MKD,OTH,N,,836,active,2024-06-19T10:31:14.620,2024-06-19T10:31:14.620
10452,8360LL11919,11919,Ballyvaughan South,Ballyvaughan S,Baile Uí Bheacháin Theas,B Uí Bheacháin Ths,,,E0836055,ITM,522958,707678,53.114088,-9.150795,BCT,MKD,OTH,N,,836,active,2024-06-19T10:42:18.000,2026-03-11T11:19:15.001
10453,8360LL11920,11920,Burren Atlantic Hotel,Burren Atlantic Htl,Óstán Burren Atlantic,Óst Burren Atlantic,,,E0836376,ITM,522834,708149,53.1183009,-9.1527551,BCT,MKD,OTH,N,,836,active,2024-06-19T13:49:43.498,2024-06-19T13:49:43.498
10454,8360LL11921,11921,Ballyvaughan South,Ballyvaughan S,Baile Uí Bheacháin Theas,B Uí Bheacháin Ths,,,E0836055,ITM,522966,707675,53.114068,-9.150671,BCT,MKD,OTH,N,,836,active,2024-06-19T13:52:59.000,2026-03-11T11:19:15.001
10455,8360LL11922,11922,Lisdoonvarna,Lisdoonvarna,Lios Dúin Bhearna,Lios Dúin Bhearna,,Main Street,E0836019,ITM,513488,698406,53.02933,-9.289714,BCT,MKD,OTH,N,,836,active,2024-06-19T13:58:05.000,2026-03-11T11:19:15.001
10456,8360B336861,336861,Smithstown,Smithstown,Baile na nGaibhne,Baile na nGaibhne,,,E0836047,ITM,541200,663172,52.71646,-8.870294,BCT,MKD,OTH,N,,836,active,2024-08-22T14:03:27.000,2026-03-11T11:19:15.001
10457,8360B336891,336891,Smithstown,Smithstown,Baile na nGaibhne,Baile na nGaibhne,,,E0836047,ITM,541202,663164,52.716386,-8.87027,BCT,MKD,OTH,N,,836,active,2024-08-22T14:05:39.000,2026-03-11T11:19:15.001
10458,8360B337091,337091,Sixmilebridge,Sixmilebridge,Droichead Abhann Ó gCearnaigh,Dr Abn Ó gCearnaigh,,,E0836029,ITM,547598,665921,52.741817,-8.776049,BCT,MKD,OTH,N,,836,active,2024-08-22T14:08:06.000,2024-12-11T09:44:43.001
10459,8360B337271,337271,Sixmilebridge Station,Sixmilebridge Stn,Stáisiún Dhroichead Abhann Ó gCearnaigh,Stn DA Ó gCearnaigh,,,E0836029,ITM,547205,665533,52.738296,-8.781801,BCT,MKD,OTH,N,,836,active,2024-08-22T14:10:32.000,2024-09-11T16:19:21.000
10460,8360B337381,337381,Sixmilebridge Station,Sixmilebridge Stn,Stáisiún Dhroichead Abhann Ó gCearnaigh,Stn DA Ó gCearnaigh,,,E0836029,ITM,547201,665517,52.738152,-8.78186,BCT,MKD,OTH,N,,836,active,2024-08-22T14:28:27.000,2024-09-11T16:19:21.000
10461,8360B603381,603381,Ballinoosky,Ballinoosky,Baile an Uaiscne,Baile an Uaiscne,,,E0362149,ITM,538797,665552,52.737581,-8.906292,BCT,MKD,OTH,N,,836,active,2024-08-22T14:33:46.001,2024-09-11T16:19:21.000
10462,8360B603391,603391,Ballinoosky,Ballinoosky,Baile an Uaiscne,Baile an Uaiscne,,,E0362149,ITM,538795,665536,52.737438,-8.906328,BCT,MKD,OTH,N,,836,active,2024-08-22T14:35:43.000,2024-09-11T16:19:21.000
10463,8360B603401,603401,Urlan More,Urlan More,An Urlann Mhór,An Urlann Mhór,,,E0362149,ITM,538587,666023,52.741786,-8.909501,BCT,MKD,OTH,N,,836,active,2024-08-22T14:37:18.001,2024-09-11T16:19:21.000
10464,8360B603411,603411,Urlan More,Urlan More,An Urlann Mhór,An Urlann Mhór,,,E0362149,ITM,538577,665997,52.741552,-8.909646,BCT,MKD,OTH,N,,836,active,2024-08-22T14:38:53.001,2024-09-11T16:19:21.000
10465,8360B600311,600311,Ennis Bóthar na Trócaire,Ennis B na Trócaire,Inis Bóthar na Trócaire,Inis B na Trócaire,,,E0836003,ITM,534102,677362,52.843161,-8.978187,BCT,MKD,OTH,N,,836,active,2024-08-23T11:43:20.000,2025-09-12T16:34:20.661
10466,8360LL12154,12154,Vandeleur Garden,Vandeleur Garden,Gairdín Bhandeléir,Gairdín Bhandeléir,,,E0836341,ITM,500029,654386,52.6314834,-9.4768178,BCT,MKD,OTH,N,,836,active,2024-09-12T13:55:14.556,2024-09-12T13:55:14.556
10467,8360LL12155,12155,Moneypoint,Moneypoint,Gob na Muine,Gob na Muine,,,E0836309,ITM,502789,652099,52.6114352,-9.4353937,BCT,MKD,OTH,N,,836,active,2024-09-12T14:01:24.382,2024-09-12T14:01:24.382
10468,8360LL12156,12156,Knock,Knock,An Cnoc,An Cnoc,,,E0836016,ITM,509865,653885,52.6286979,-9.331429,BCT,MKD,OTH,N,,836,active,2024-09-12T14:03:59.612,2024-09-12T14:03:59.612
10469,8360LL12157,12157,Coolmeen,Coolmeen,Cúil Mhín,Cúil Mhín,,,E0836082,ITM,517850,657163,52.6594216,-9.2143187,BCT,MKD,OTH,N,,836,active,2024-09-12T14:07:16.935,2024-09-12T14:07:16.935
10470,8360LL12158,12158,Feagh,Feagh,Fíoch,Fíoch,,,E0836473,ITM,532242,671874,52.793608,-9.0046581,BCT,MKD,OTH,N,,836,active,2024-09-12T14:09:10.788,2024-09-12T14:09:10.788
10471,8360B603421,603421,Saint Finnachta's School,St Finnachta's Sch,Scoil Naomh Finnachta,Scl N Finnachta,,R470,E0836029,ITM,547352,666185,52.744169,-8.779738,BCT,MKD,OTH,N,,836,active,2024-09-12T15:34:44.435,2024-09-12T15:34:44.435
10472,8360B603431,603431,Saint Finnachta's School,St Finnachta's Sch,Scoil Naomh Finnachta,Scl N Finnachta,,R470,E0836029,ITM,547450,666134,52.743717,-8.778273,BCT,MKD,OTH,N,,836,active,2024-09-12T15:37:14.489,2024-09-12T15:37:14.489
10473,8360B603441,603441,Saint Caimin's School,St Caimin's School,Scoil Caimin,Scoil Caimin,,,E0836047,ITM,541619,662012,52.706082,-8.863882,BCT,MKD,OTH,N,,836,active,2024-09-12T15:47:27.350,2024-09-12T15:47:27.350
10474,8360B603451,603451,Saint Caimin's School,St Caimin's School,Scoil Caimin,Scoil Caimin,,,E0836047,ITM,541579,662079,52.706673,-8.86449,BCT,MKD,OTH,N,,836,active,2024-09-12T15:48:59.528,2026-02-24T11:51:12.139
10475,8360B603461,603461,Drom Cuilinn,Drom Cuilinn,Drom Cuilinn,Drom Cuilinn,,,E0362136,ITM,541645,661697,52.703255,-8.863452,BCT,MKD,OTH,N,,836,active,2024-09-12T15:50:56.478,2024-09-12T15:50:56.478
10476,8360B603471,603471,Drom Cuilinn,Drom Cuilinn,Drom Cuilinn,Drom Cuilinn,,,E0362136,ITM,541675,661699,52.703274,-8.863004,BCT,MKD,OTH,N,,836,active,2024-09-12T15:53:13.387,2024-09-12T15:53:13.387
10477,8360B603481,603481,Bóthar Síoda,Bóthar Síoda,Bóthar Síoda,Bóthar Síoda,,,E0362136,ITM,541287,661541,52.701808,-8.868714,BCT,MKD,OTH,N,,836,active,2024-09-12T15:55:26.714,2024-09-12T15:55:26.714
10478,8360B603491,603491,Bóthar Síoda,Bóthar Síoda,Bóthar Síoda,Bóthar Síoda,,,E0362136,ITM,541395,661565,52.702038,-8.867126,BCT,MKD,OTH,N,,836,active,2024-09-12T15:57:05.454,2024-09-12T15:57:05.454
10479,8360B603501,603501,Ieverstown,Ieverstown,Baile Ievers,Baile Ievers,,R462,E0836029,ITM,547840,665985,52.742415,-8.772475,BCT,MKD,OTH,N,,836,active,2024-09-12T15:59:46.461,2024-09-12T15:59:46.461
10480,8360B603511,603511,Ieverstown,Ieverstown,Baile Ievers,Baile Ievers,,R462,E0836029,ITM,547847,665978,52.742359,-8.772364,BCT,MKD,OTH,N,,836,active,2024-09-12T16:03:45.970,2024-09-12T16:03:45.970
10481,8360B603521,603521,Mount Ievers,Mount Ievers,Baile Uí Fhearaíle,Baile Uí Fhearaíle,,R462,E0836029,ITM,547733,666408,52.746213,-8.77412,BCT,MKD,OTH,N,,836,active,2024-09-12T16:05:49.515,2024-09-12T16:05:49.515
10482,8360B603531,603531,Mount Ievers,Mount Ievers,Baile Uí Fhearaíle,Baile Uí Fhearaíle,,R462,E0836029,ITM,547759,666379,52.745951,-8.773736,BCT,MKD,OTH,N,,836,active,2024-09-12T16:08:44.239,2024-09-12T16:08:44.239
10483,8360LL12294,12294,Mill Road,Mill Road,Bóthar an Mhuilinn,Bóthar an Mhuilinn,,Old Mill Street,E0836003,ITM,533383,677466,52.844007,-8.9888877,BCT,MKD,OTH,N,,836,active,2024-10-02T14:47:05.000,2024-10-03T16:04:24.001
10484,8360LL12295,12295,Quin Road Business Park,Quin Rd B Park,Páirc Ghnó Bhóthar Chuinche,Páirc G Br Chuinche,,,E0836003,ITM,534526,676535,52.835777,-8.971739,BCT,MKD,OTH,N,,836,active,2024-10-02T14:49:10.001,2024-10-03T16:04:24.001
10485,8360LL12296,12296,Ballycorick,Ballycorick,Béal Átha an Chomhraic,Béal Á an Chomhraic,,,E0836901,ITM,528290,665238,52.733471,-9.0617992,BCT,MKD,OTH,N,,836,active,2024-10-02T14:52:09.001,2024-10-03T16:04:24.001
10486,8360LL12297,12297,Kilmurry McMahon,Kilmurry McM,Cill Mhuire Mhic Mhathúna,Cill Mhuire Mhic M,,,E0361423,ITM,511856,656535,52.6528416,-9.3027414,BCT,MKD,OTH,N,,836,active,2024-10-02T14:54:37.001,2024-10-03T16:04:24.001
10487,8360LL12298,12298,Labasheeda,Labasheeda,Leaba Shíoda,Leaba Shíoda,,,E0836062,ITM,514973,652856,52.6202754,-9.2557255,BCT,MKD,OTH,N,,836,active,2024-10-02T14:57:12.000,2024-10-03T16:04:24.001
10488,8360LL12354,12354,Rosslevan,Rosslevan,Ros Laobháin,Ros Laobháin,,Tulla Road,E0836003,ITM,535963,678863,52.856874,-8.950868,BCT,MKD,OTH,N,,836,active,2024-10-10T13:55:45.000,2026-03-11T11:19:15.001
10489,8360LL12355,12355,Corrovorrin,Corrovorrin,Cora an Bhóirín,Cora an Bhóirín,,Tulla Road,E0836003,ITM,534557,678535,52.853753,-8.971672,BCT,MKD,OTH,N,,836,active,2024-10-10T13:57:03.017,2025-09-03T12:23:18.258
10490,8360LL12356,12356,Corrovorrin,Corrovorrin,Cora an Bhóirín,Cora an Bhóirín,,Tulla Road,E0836003,ITM,534530,678505,52.853485,-8.972061,BCT,MKD,OTH,N,,836,active,2024-10-10T13:59:08.689,2025-09-03T12:22:31.683
10491,8360LL12357,12357,Drewsborough,Drewsborough,Baile Driú,Baile Driú,,,E0836044,ITM,563696,683605,52.902071,-8.539617,BCT,MKD,OTH,N,,836,active,2024-10-10T14:00:26.918,2024-10-10T14:00:26.918
10492,8360B12407,12407,Ballyvaughan Pier,Ballyvaughan Pier,Cé Bhaile Uí Bheacháin,Cé B Uí Bheacháin,,,E0836376,ITM,522766,708294,53.1196,-9.15381,BCT,CUS,OTH,N,,836,active,2024-10-21T12:32:24.001,2025-09-22T08:44:01.000
10493,8360B12408,12408,Ballyvaughan Pier,Ballyvaughan Pier,Cé Bhaile Uí Bheacháin,Cé B Uí Bheacháin,,,E0836376,ITM,522774,708264,53.11933,-9.15368,BCT,CUS,OTH,N,,836,active,2024-10-21T12:34:37.001,2025-09-22T08:44:01.000
10494,8360LL12619,12619,Parkroe,Parkroe,An Pháirc Rua,An Pháirc Rua,,,E0361845,ITM,559248,662633,52.713275,-8.603119,BCT,MKD,OTH,N,,836,active,2024-11-22T16:39:01.280,2024-11-22T16:39:01.280
10495,8360LL12620,12620,Parkroe,Parkroe,An Pháirc Rua,An Pháirc Rua,,,E0361845,ITM,559242,662590,52.712887,-8.603201,BCT,MKD,OTH,N,,836,active,2024-11-22T16:40:29.466,2024-11-22T16:40:29.466
10496,8360GA12763,,Shannon Airport Check-in,Shannon Check-in,Aerfort na Sionainne Clárú,An tSionainn Clárú,,,E0836087,ITM,537702,660543,52.69244,-8.92157,AIR,,,,,836,active,2025-01-09T14:35:12.000,2025-05-29T09:55:24.001
10497,8360GA12778,,Shannon Airport,Shannon Airpt,Aerfort na Sionainne,Aerft na Sionainne,,,E0836087,ITM,537757,660580,52.69278,-8.92075,GAT,,,,,836,active,2025-01-09T15:25:36.001,2025-05-29T09:55:24.001
10498,8360PB12967,12967,Clareabbey (Event Stop),Clareabbey,Mainistir an Chláir (Stad Imeachta),Mainistir an Chláir,,,E0836069,ITM,534143,675241,52.8241,-8.97716,BCT,MKD,OTH,N,,836,active,2025-04-10T15:31:19.001,2025-05-22T09:26:04.001
10499,8360LL13076,13076,Ballyryan,Ballyryan,Baile Uí Rinn,Baile Uí Rinn,,,E0836483,ITM,508691,702009,53.06091,-9.36223,BCT,MKD,OTH,W,,836,active,2025-04-24T16:14:07.244,2025-04-24T16:14:07.244
10500,8360LL13077,13077,Ballyryan,Ballyryan,Baile Uí Rinn,Baile Uí Rinn,,,E0836483,ITM,508700,701991,53.06075,-9.36209,BCT,MKD,OTH,S,,836,active,2025-04-24T16:15:34.049,2025-04-24T16:15:34.049
10501,8360LL13078,13078,Blackwater,Blackwater,An Dubhabhainn,An Dubhabhainn,,,E0836050,ITM,559205,662279,52.71009,-8.60371,BCT,MKD,OTH,N,,836,active,2025-04-24T16:17:26.917,2025-04-24T16:17:26.917
10502,8360LL13079,13079,Blackwater,Blackwater,An Dubhabhainn,An Dubhabhainn,,,E0836050,ITM,559236,662298,52.71026,-8.60325,BCT,MKD,OTH,S,,836,active,2025-04-24T16:19:02.878,2025-04-24T16:19:02.878
10503,8360LL13719,13719,Aillwee,Aillwee,An Aill Bhuí,An Aill Bhuí,,,E0836206,ITM,523376,704919,53.08936,-9.1439,BCT,CUS,OTH,SW,,836,active,2025-05-16T10:34:49.391,2025-05-16T10:34:49.391
