Statistic Label,Month,Type of Vehicle Registration,Type of Fuel,UNIT,VALUE
New Vehicles Licensed for the First Time,2025 August,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 August,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 August,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 August,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 August,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 August,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 August,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 August,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2025 August,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 August,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 August,New Motor Cycles,All fuel types,Number,260
New Vehicles Licensed for the First Time,2025 August,New Motor Cycles,Petrol,Number,252
New Vehicles Licensed for the First Time,2025 August,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2025 August,New Motor Cycles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 August,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 August,New Motor Cycles,Electric,Number,8
New Vehicles Licensed for the First Time,2025 August,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 August,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 August,New Exempt Vehicles,All fuel types,Number,766
New Vehicles Licensed for the First Time,2025 August,New Exempt Vehicles,Petrol,Number,126
New Vehicles Licensed for the First Time,2025 August,New Exempt Vehicles,Diesel,Number,283
New Vehicles Licensed for the First Time,2025 August,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 August,New Exempt Vehicles,Petrol and electric hybrid,Number,220
New Vehicles Licensed for the First Time,2025 August,New Exempt Vehicles,Electric,Number,31
New Vehicles Licensed for the First Time,2025 August,New Exempt Vehicles,Petrol or Diesel plug-in hybrid electric,Number,96
New Vehicles Licensed for the First Time,2025 August,New Exempt Vehicles,Diesel and electric hybrid,Number,10
New Vehicles Licensed for the First Time,2025 August,New Public Service Vehicles,All fuel types,Number,118
New Vehicles Licensed for the First Time,2025 August,New Public Service Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2025 August,New Public Service Vehicles,Diesel,Number,87
New Vehicles Licensed for the First Time,2025 August,New Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 August,New Public Service Vehicles,Petrol and electric hybrid,Number,5
New Vehicles Licensed for the First Time,2025 August,New Public Service Vehicles,Electric,Number,10
New Vehicles Licensed for the First Time,2025 August,New Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,14
New Vehicles Licensed for the First Time,2025 August,New Public Service Vehicles,Diesel and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2025 August,New Small Public Service Vehicles,All fuel types,Number,45
New Vehicles Licensed for the First Time,2025 August,New Small Public Service Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2025 August,New Small Public Service Vehicles,Diesel,Number,15
New Vehicles Licensed for the First Time,2025 August,New Small Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 August,New Small Public Service Vehicles,Petrol and electric hybrid,Number,5
New Vehicles Licensed for the First Time,2025 August,New Small Public Service Vehicles,Electric,Number,9
New Vehicles Licensed for the First Time,2025 August,New Small Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,14
New Vehicles Licensed for the First Time,2025 August,New Small Public Service Vehicles,Diesel and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2025 August,New Large Public Service Vehicles,All fuel types,Number,73
New Vehicles Licensed for the First Time,2025 August,New Large Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 August,New Large Public Service Vehicles,Diesel,Number,72
New Vehicles Licensed for the First Time,2025 August,New Large Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 August,New Large Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 August,New Large Public Service Vehicles,Electric,Number,1
New Vehicles Licensed for the First Time,2025 August,New Large Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 August,New Large Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 August,New Combine Harvestors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 August,New Combine Harvestors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 August,New Combine Harvestors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 August,New Combine Harvestors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 August,New Combine Harvestors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 August,New Combine Harvestors,Electric,Number,
New Vehicles Licensed for the First Time,2025 August,New Combine Harvestors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 August,New Combine Harvestors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 August,New Excavators and Trench Diggers,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 August,New Excavators and Trench Diggers,Petrol,Number,
New Vehicles Licensed for the First Time,2025 August,New Excavators and Trench Diggers,Diesel,Number,
New Vehicles Licensed for the First Time,2025 August,New Excavators and Trench Diggers,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 August,New Excavators and Trench Diggers,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 August,New Excavators and Trench Diggers,Electric,Number,
New Vehicles Licensed for the First Time,2025 August,New Excavators and Trench Diggers,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 August,New Excavators and Trench Diggers,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 August,New Machines or Contrivances,All fuel types,Number,38
New Vehicles Licensed for the First Time,2025 August,New Machines or Contrivances,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 August,New Machines or Contrivances,Diesel,Number,38
New Vehicles Licensed for the First Time,2025 August,New Machines or Contrivances,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 August,New Machines or Contrivances,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 August,New Machines or Contrivances,Electric,Number,0
New Vehicles Licensed for the First Time,2025 August,New Machines or Contrivances,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 August,New Machines or Contrivances,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 August,Other Classes New Other Vehicles,All fuel types,Number,28
New Vehicles Licensed for the First Time,2025 August,Other Classes New Other Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 August,Other Classes New Other Vehicles,Diesel,Number,28
New Vehicles Licensed for the First Time,2025 August,Other Classes New Other Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 August,Other Classes New Other Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 August,Other Classes New Other Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2025 August,Other Classes New Other Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 August,Other Classes New Other Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,All Vehicles,All fuel types,Number,11473
New Vehicles Licensed for the First Time,2025 September,All Vehicles,Petrol,Number,1640
New Vehicles Licensed for the First Time,2025 September,All Vehicles,Diesel,Number,4901
New Vehicles Licensed for the First Time,2025 September,All Vehicles,Other fuel types,Number,2
New Vehicles Licensed for the First Time,2025 September,All Vehicles,Petrol and electric hybrid,Number,1304
New Vehicles Licensed for the First Time,2025 September,All Vehicles,Electric,Number,2312
New Vehicles Licensed for the First Time,2025 September,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,1186
New Vehicles Licensed for the First Time,2025 September,All Vehicles,Diesel and electric hybrid,Number,128
New Vehicles Licensed for the First Time,2025 September,New Private Cars,All fuel types,Number,6723
New Vehicles Licensed for the First Time,2025 September,New Private Cars,Petrol,Number,1311
New Vehicles Licensed for the First Time,2025 September,New Private Cars,Diesel,Number,1150
New Vehicles Licensed for the First Time,2025 September,New Private Cars,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 September,New Private Cars,Petrol and electric hybrid,Number,1112
New Vehicles Licensed for the First Time,2025 September,New Private Cars,Electric,Number,2000
New Vehicles Licensed for the First Time,2025 September,New Private Cars,Petrol or Diesel plug-in hybrid electric,Number,1045
New Vehicles Licensed for the First Time,2025 September,New Private Cars,Diesel and electric hybrid,Number,105
New Vehicles Licensed for the First Time,2025 September,New Goods Vehicles,All fuel types,Number,3520
New Vehicles Licensed for the First Time,2025 September,New Goods Vehicles,Petrol,Number,14
New Vehicles Licensed for the First Time,2025 September,New Goods Vehicles,Diesel,Number,3197
New Vehicles Licensed for the First Time,2025 September,New Goods Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 September,New Goods Vehicles,Petrol and electric hybrid,Number,28
New Vehicles Licensed for the First Time,2025 September,New Goods Vehicles,Electric,Number,244
New Vehicles Licensed for the First Time,2025 September,New Goods Vehicles,Petrol or Diesel plug-in hybrid electric,Number,36
New Vehicles Licensed for the First Time,2025 September,New Goods Vehicles,Diesel and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2025 September,New Tractors,All fuel types,Number,187
New Vehicles Licensed for the First Time,2025 September,New Tractors,Petrol,Number,13
New Vehicles Licensed for the First Time,2025 September,New Tractors,Diesel,Number,172
New Vehicles Licensed for the First Time,2025 September,New Tractors,Other fuel types,Number,1
New Vehicles Licensed for the First Time,2025 September,New Tractors,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,New Tractors,Electric,Number,1
New Vehicles Licensed for the First Time,2025 September,New Tractors,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 September,New Tractors,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,New Agriculture Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 September,New Agriculture Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 September,New Agriculture Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 September,New Agriculture Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 September,New Agriculture Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 September,New Agriculture Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2025 September,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 September,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 September,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 September,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 September,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 September,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 September,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 September,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2025 September,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 September,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 September,New Motor Cycles,All fuel types,Number,229
New Vehicles Licensed for the First Time,2025 September,New Motor Cycles,Petrol,Number,222
New Vehicles Licensed for the First Time,2025 September,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2025 September,New Motor Cycles,Other fuel types,Number,1
New Vehicles Licensed for the First Time,2025 September,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,New Motor Cycles,Electric,Number,6
New Vehicles Licensed for the First Time,2025 September,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 September,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,New Exempt Vehicles,All fuel types,Number,587
New Vehicles Licensed for the First Time,2025 September,New Exempt Vehicles,Petrol,Number,80
New Vehicles Licensed for the First Time,2025 September,New Exempt Vehicles,Diesel,Number,214
New Vehicles Licensed for the First Time,2025 September,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 September,New Exempt Vehicles,Petrol and electric hybrid,Number,157
New Vehicles Licensed for the First Time,2025 September,New Exempt Vehicles,Electric,Number,38
New Vehicles Licensed for the First Time,2025 September,New Exempt Vehicles,Petrol or Diesel plug-in hybrid electric,Number,76
New Vehicles Licensed for the First Time,2025 September,New Exempt Vehicles,Diesel and electric hybrid,Number,22
New Vehicles Licensed for the First Time,2025 September,New Public Service Vehicles,All fuel types,Number,149
New Vehicles Licensed for the First Time,2025 September,New Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 September,New Public Service Vehicles,Diesel,Number,90
New Vehicles Licensed for the First Time,2025 September,New Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 September,New Public Service Vehicles,Petrol and electric hybrid,Number,7
New Vehicles Licensed for the First Time,2025 September,New Public Service Vehicles,Electric,Number,23
New Vehicles Licensed for the First Time,2025 September,New Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,29
New Vehicles Licensed for the First Time,2025 September,New Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,New Small Public Service Vehicles,All fuel types,Number,73
New Vehicles Licensed for the First Time,2025 September,New Small Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 September,New Small Public Service Vehicles,Diesel,Number,28
New Vehicles Licensed for the First Time,2025 September,New Small Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 September,New Small Public Service Vehicles,Petrol and electric hybrid,Number,7
New Vehicles Licensed for the First Time,2025 September,New Small Public Service Vehicles,Electric,Number,9
New Vehicles Licensed for the First Time,2025 September,New Small Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,29
New Vehicles Licensed for the First Time,2025 September,New Small Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,New Large Public Service Vehicles,All fuel types,Number,76
New Vehicles Licensed for the First Time,2025 September,New Large Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 September,New Large Public Service Vehicles,Diesel,Number,62
New Vehicles Licensed for the First Time,2025 September,New Large Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 September,New Large Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,New Large Public Service Vehicles,Electric,Number,14
New Vehicles Licensed for the First Time,2025 September,New Large Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 September,New Large Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,New Combine Harvestors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 September,New Combine Harvestors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 September,New Combine Harvestors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 September,New Combine Harvestors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 September,New Combine Harvestors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 September,New Combine Harvestors,Electric,Number,
New Vehicles Licensed for the First Time,2025 September,New Combine Harvestors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 September,New Combine Harvestors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 September,New Excavators and Trench Diggers,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 September,New Excavators and Trench Diggers,Petrol,Number,
New Vehicles Licensed for the First Time,2025 September,New Excavators and Trench Diggers,Diesel,Number,
New Vehicles Licensed for the First Time,2025 September,New Excavators and Trench Diggers,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 September,New Excavators and Trench Diggers,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 September,New Excavators and Trench Diggers,Electric,Number,
New Vehicles Licensed for the First Time,2025 September,New Excavators and Trench Diggers,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 September,New Excavators and Trench Diggers,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 September,New Machines or Contrivances,All fuel types,Number,53
New Vehicles Licensed for the First Time,2025 September,New Machines or Contrivances,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 September,New Machines or Contrivances,Diesel,Number,53
New Vehicles Licensed for the First Time,2025 September,New Machines or Contrivances,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 September,New Machines or Contrivances,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,New Machines or Contrivances,Electric,Number,0
New Vehicles Licensed for the First Time,2025 September,New Machines or Contrivances,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 September,New Machines or Contrivances,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,Other Classes New Other Vehicles,All fuel types,Number,25
New Vehicles Licensed for the First Time,2025 September,Other Classes New Other Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 September,Other Classes New Other Vehicles,Diesel,Number,25
New Vehicles Licensed for the First Time,2025 September,Other Classes New Other Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 September,Other Classes New Other Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 September,Other Classes New Other Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2025 September,Other Classes New Other Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 September,Other Classes New Other Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,All Vehicles,All fuel types,Number,7940
New Vehicles Licensed for the First Time,2025 October,All Vehicles,Petrol,Number,1082
New Vehicles Licensed for the First Time,2025 October,All Vehicles,Diesel,Number,3808
New Vehicles Licensed for the First Time,2025 October,All Vehicles,Other fuel types,Number,3
New Vehicles Licensed for the First Time,2025 October,All Vehicles,Petrol and electric hybrid,Number,861
New Vehicles Licensed for the First Time,2025 October,All Vehicles,Electric,Number,1405
New Vehicles Licensed for the First Time,2025 October,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,717
New Vehicles Licensed for the First Time,2025 October,All Vehicles,Diesel and electric hybrid,Number,64
New Vehicles Licensed for the First Time,2025 October,New Private Cars,All fuel types,Number,4096
New Vehicles Licensed for the First Time,2025 October,New Private Cars,Petrol,Number,827
New Vehicles Licensed for the First Time,2025 October,New Private Cars,Diesel,Number,701
New Vehicles Licensed for the First Time,2025 October,New Private Cars,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 October,New Private Cars,Petrol and electric hybrid,Number,757
New Vehicles Licensed for the First Time,2025 October,New Private Cars,Electric,Number,1144
New Vehicles Licensed for the First Time,2025 October,New Private Cars,Petrol or Diesel plug-in hybrid electric,Number,616
New Vehicles Licensed for the First Time,2025 October,New Private Cars,Diesel and electric hybrid,Number,51
New Vehicles Licensed for the First Time,2025 October,New Goods Vehicles,All fuel types,Number,2906
New Vehicles Licensed for the First Time,2025 October,New Goods Vehicles,Petrol,Number,11
New Vehicles Licensed for the First Time,2025 October,New Goods Vehicles,Diesel,Number,2614
New Vehicles Licensed for the First Time,2025 October,New Goods Vehicles,Other fuel types,Number,3
New Vehicles Licensed for the First Time,2025 October,New Goods Vehicles,Petrol and electric hybrid,Number,9
New Vehicles Licensed for the First Time,2025 October,New Goods Vehicles,Electric,Number,229
New Vehicles Licensed for the First Time,2025 October,New Goods Vehicles,Petrol or Diesel plug-in hybrid electric,Number,40
New Vehicles Licensed for the First Time,2025 October,New Goods Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Tractors,All fuel types,Number,194
New Vehicles Licensed for the First Time,2025 October,New Tractors,Petrol,Number,14
New Vehicles Licensed for the First Time,2025 October,New Tractors,Diesel,Number,180
New Vehicles Licensed for the First Time,2025 October,New Tractors,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 October,New Tractors,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Tractors,Electric,Number,0
New Vehicles Licensed for the First Time,2025 October,New Tractors,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 October,New Tractors,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Agriculture Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 October,New Agriculture Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 October,New Agriculture Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 October,New Agriculture Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 October,New Agriculture Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 October,New Agriculture Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2025 October,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 October,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 October,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 October,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 October,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 October,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 October,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 October,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2025 October,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 October,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 October,New Motor Cycles,All fuel types,Number,176
New Vehicles Licensed for the First Time,2025 October,New Motor Cycles,Petrol,Number,170
New Vehicles Licensed for the First Time,2025 October,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2025 October,New Motor Cycles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 October,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Motor Cycles,Electric,Number,6
New Vehicles Licensed for the First Time,2025 October,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 October,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Exempt Vehicles,All fuel types,Number,390
New Vehicles Licensed for the First Time,2025 October,New Exempt Vehicles,Petrol,Number,59
New Vehicles Licensed for the First Time,2025 October,New Exempt Vehicles,Diesel,Number,165
New Vehicles Licensed for the First Time,2025 October,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 October,New Exempt Vehicles,Petrol and electric hybrid,Number,88
New Vehicles Licensed for the First Time,2025 October,New Exempt Vehicles,Electric,Number,22
New Vehicles Licensed for the First Time,2025 October,New Exempt Vehicles,Petrol or Diesel plug-in hybrid electric,Number,43
New Vehicles Licensed for the First Time,2025 October,New Exempt Vehicles,Diesel and electric hybrid,Number,13
New Vehicles Licensed for the First Time,2025 October,New Public Service Vehicles,All fuel types,Number,81
New Vehicles Licensed for the First Time,2025 October,New Public Service Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2025 October,New Public Service Vehicles,Diesel,Number,52
New Vehicles Licensed for the First Time,2025 October,New Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 October,New Public Service Vehicles,Petrol and electric hybrid,Number,7
New Vehicles Licensed for the First Time,2025 October,New Public Service Vehicles,Electric,Number,3
New Vehicles Licensed for the First Time,2025 October,New Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,18
New Vehicles Licensed for the First Time,2025 October,New Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Small Public Service Vehicles,All fuel types,Number,55
New Vehicles Licensed for the First Time,2025 October,New Small Public Service Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2025 October,New Small Public Service Vehicles,Diesel,Number,26
New Vehicles Licensed for the First Time,2025 October,New Small Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 October,New Small Public Service Vehicles,Petrol and electric hybrid,Number,7
New Vehicles Licensed for the First Time,2025 October,New Small Public Service Vehicles,Electric,Number,3
New Vehicles Licensed for the First Time,2025 October,New Small Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,18
New Vehicles Licensed for the First Time,2025 October,New Small Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Large Public Service Vehicles,All fuel types,Number,26
New Vehicles Licensed for the First Time,2025 October,New Large Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2025 October,New Large Public Service Vehicles,Diesel,Number,26
New Vehicles Licensed for the First Time,2025 October,New Large Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2025 October,New Large Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Large Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2025 October,New Large Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2025 October,New Large Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2025 October,New Combine Harvestors,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 October,New Combine Harvestors,Petrol,Number,
New Vehicles Licensed for the First Time,2025 October,New Combine Harvestors,Diesel,Number,
New Vehicles Licensed for the First Time,2025 October,New Combine Harvestors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 October,New Combine Harvestors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 October,New Combine Harvestors,Electric,Number,
New Vehicles Licensed for the First Time,2025 October,New Combine Harvestors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 October,New Combine Harvestors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 October,New Excavators and Trench Diggers,All fuel types,Number,
New Vehicles Licensed for the First Time,2025 October,New Excavators and Trench Diggers,Petrol,Number,
New Vehicles Licensed for the First Time,2025 October,New Excavators and Trench Diggers,Diesel,Number,
New Vehicles Licensed for the First Time,2025 October,New Excavators and Trench Diggers,Other fuel types,Number,
New Vehicles Licensed for the First Time,2025 October,New Excavators and Trench Diggers,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 October,New Excavators and Trench Diggers,Electric,Number,
New Vehicles Licensed for the First Time,2025 October,New Excavators and Trench Diggers,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2025 October,New Excavators and Trench Diggers,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2025 October,New Machines or Contrivances,All fuel types,Number,67
